"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"20","Austin Seferian-Jenkins (FA)","50","74","357","7.1","28","2","3","0","0","0","1","13","101.7","7.8","0.0%"
"21","O.J. Howard (FA)","26","39","432","16.6","58","9","6","0","0","0","2","14","101.2","7.2","0.0%"
"22","Jesse James (FA)","43","63","372","8.7","32","1","3","0","0","0","0","16","98.2","6.1","0.0%"
"23","Julius Thomas (FA)","41","62","388","9.5","27","4","3","0","0","0","0","14","97.8","7.0","0.0%"
"24","David Njoku (CLE)","32","60","386","12.1","34","8","4","1","1","0","0","16","94.7","5.9","93.3%"
"25","Marcedes Lewis (CHI)","24","48","318","13.3","37","5","5","0","0","0","0","16","87.8","5.5","0.0%"
"26","Trey Burton (FA)","23","31","248","10.8","27","2","5","0","0","0","0","15","79.8","5.3","0.0%"
"27","Ed Dickson (FA)","30","48","437","14.6","64","7","1","0","0","0","0","16","79.7","5.0","0.0%"
"28","Antonio Gates (FA)","30","52","316","10.5","27","3","3","0","0","0","0","16","79.6","5.0","0.2%"
"29","Garrett Celek (FA)","21","33","336","16.0","61","6","4","0","0","0","0","16","78.6","4.9","0.0%"
"30","Jermaine Gresham (FA)","33","46","322","9.8","21","3","2","0","0","0","0","14","77.2","5.5","0.0%"
"31","Seth DeValve (FA)","33","58","395","12.0","49","7","1","0","0","0","1","16","76.5","4.8","0.0%"
"32","Stephen Anderson (LAC)","25","52","342","13.7","42","5","1","0","0","0","0","15","65.2","4.3","0.0%"
"33","Nick O'Leary (FA)","22","32","322","14.6","32","7","2","0","0","0","1","15","64.2","4.3","0.0%"
"34","Coby Fleener (FA)","22","30","295","13.4","33","7","2","0","0","0","0","11","63.5","5.8","0.0%"
"35","Tyler Higbee (LAR)","25","45","295","11.8","38","5","1","0","0","0","0","16","60.5","3.8","37.9%"
"36","Jordan Reed (FA)","27","35","211","7.8","20","1","2","0","0","0","0","6","60.1","10.0","19.0%"
"37","Rhett Ellison (FA)","24","32","235","9.8","27","1","2","0","0","0","0","16","59.5","3.7","0.0%"
"38","Martellus Bennett (FA)","30","44","286","9.5","33","4","0","0","0","0","0","9","58.6","6.5","23.0%"
"39","Zach Miller (FA)","20","35","236","11.8","29","4","2","0","0","0","0","8","55.6","7.0","0.0%"
"40","A.J. Derby (FA)","21","40","244","11.6","29","3","2","0","0","0","1","11","55.4","5.0","0.0%"
"41","Luke Willson (FA)","15","22","153","10.2","27","2","4","0","0","0","0","16","54.3","3.4","0.0%"
"42","Darren Fells (FA)","17","26","177","10.4","23","3","3","0","0","0","0","16","52.7","3.3","0.0%"
"43","Gerald Everett (LAC)","16","32","244","15.3","69","4","2","1","13","0","1","16","51.7","3.2","41.6%"
"44","Nick Boyle (FA)","28","37","203","7.3","16","0","0","0","0","0","0","15","50.3","3.4","0.0%"
"45","Ricky Seals-Jones (FA)","12","28","201","16.8","29","5","3","0","0","0","0","10","50.1","5.0","0.0%"
"46","Demetrius Harris (FA)","18","35","224","12.4","51","3","1","0","0","0","0","16","46.4","2.9","0.0%"
"47","Jonnu Smith (ATL)","18","30","157","8.7","32","2","2","0","0","0","0","16","45.7","2.9","14.7%"
"48","Lance Kendricks (FA)","18","35","203","11.3","51","3","1","0","0","0","0","16","44.3","2.8","0.0%"
"49","Adam Shaheen (FA)","12","14","127","10.6","31","2","3","0","0","0","0","13","42.7","3.3","0.0%"
"50","Greg Olsen (FA)","17","38","191","11.2","30","2","1","0","0","0","0","7","42.1","6.0","7.0%"
"51","Virgil Green (FA)","14","22","191","13.6","44","3","1","0","0","0","0","16","39.1","2.4","0.0%"
"52","Dion Sims (FA)","15","29","180","12.0","27","3","1","0","0","0","0","14","39.0","2.8","0.0%"
"53","Vance McDonald (FA)","14","24","188","13.4","28","3","1","0","0","0","0","10","38.8","3.9","0.0%"
"54","Ryan Griffin (FA)","13","26","158","12.2","35","2","1","0","0","0","0","7","36.8","5.3","0.0%"
"55","Jeff Heuerman (FA)","9","18","142","15.8","54","2","2","0","0","0","0","14","35.2","2.5","0.0%"
"56","James O'Shaughnessy (FA)","14","24","149","10.6","29","1","1","0","0","0","0","16","34.9","2.2","0.0%"
"57","Richard Rodgers (FA)","12","19","160","13.3","36","3","1","0","0","0","0","15","34.0","2.3","0.0%"
"58","Brent Celek (FA)","13","24","130","10.0","28","1","1","0","0","0","0","16","32.0","2.0","0.0%"
"59","Nick Vannett (LAC)","12","15","124","10.3","21","1","1","0","0","0","0","15","30.4","2.0","0.0%"
"60","Troy Niklas (FA)","11","23","132","12.0","21","1","1","0","0","0","0","15","30.2","2.0","0.0%"
"61","Levine Toilolo (FA)","12","14","122","10.2","25","1","1","0","0","0","0","15","30.2","2.0","0.0%"
"62","Josh Hill (FA)","16","22","125","7.8","22","1","1","1","-8","0","2","16","29.7","1.9","0.0%"
"63","Anthony Fasano (FA)","12","16","107","8.9","29","2","1","0","0","0","0","16","28.7","1.8","0.1%"
"64","Maxx Williams (FA)","15","18","86","5.7","17","0","1","2","6","0","1","11","28.2","2.6","0.0%"
"65","C.J. Fiedorowicz (FA)","14","22","127","9.1","15","0","0","0","0","0","0","5","26.7","5.3","0.0%"
"66","Eric Tomlinson (IND)","8","11","121","15.1","34","4","1","0","0","0","0","14","26.1","1.9","0.0%"
"67","Daniel Brown (FA)","13","20","129","9.9","17","0","0","0","0","0","0","14","25.9","1.9","0.0%"
"68","David Morgan II (FA)","10","12","95","9.5","23","1","1","0","0","0","0","15","25.5","1.7","0.0%"
"69","C.J. Uzomah (NYJ)","10","15","92","9.2","21","2","1","0","0","0","0","14","25.2","1.8","0.1%"
"70","Brandon Williams (FA)","13","17","121","9.3","32","2","0","0","0","0","0","14","25.1","1.8","0.0%"
"71","Dwayne Allen (FA)","10","22","86","8.6","22","1","1","0","0","0","0","16","24.6","1.5","0.0%"
"72","Niles Paul (FA)","13","19","94","7.2","32","1","0","2","4","0","0","14","22.8","1.6","0.0%"
"73","Logan Thomas (WAS)","7","9","67","9.6","22","2","1","0","0","0","0","12","19.7","1.6","37.3%"
"74","James Hanna (FA)","4","9","88","22.0","31","2","1","0","0","0","0","16","18.8","1.2","0.0%"
"75","Austin Traylor (FA)","8","13","100","12.5","34","1","0","0","0","0","0","7","18.0","2.6","0.0%"
"76","Michael Hoomanawanui (FA)","6","10","52","8.7","25","1","1","0","0","0","0","14","17.2","1.2","0.1%"
"77","Jerell Adams (FA)","8","11","92","11.5","38","1","0","0","0","0","0","16","17.2","1.1","0.0%"
"78","Clive Walford (FA)","9","13","80","8.9","26","1","0","0","0","0","0","13","17.0","1.3","0.0%"
"79","Lee Smith (FA)","8","11","76","9.5","21","1","0","0","0","0","0","16","15.6","1.0","0.0%"
"80","Derek Carrier (FA)","8","11","71","8.9","17","0","0","0","0","0","0","14","15.1","1.1","0.0%"
"81","Ross Travis (FA)","7","17","76","10.9","20","1","0","0","0","0","0","15","14.6","1.0","0.0%"
"82","Xavier Grimble (FA)","5","9","32","6.4","12","0","1","0","0","0","0","15","14.2","0.9","0.0%"
"83","Neal Sterling (FA)","6","11","82","13.7","35","1","0","0","0","0","0","11","14.2","1.3","0.0%"
"84","Phillip Supernaw (FA)","4","6","39","9.8","20","1","1","0","0","0","0","16","13.9","0.9","0.0%"
"85","Luke Stocker (FA)","4","5","30","7.5","12","0","1","0","0","0","0","12","13.0","1.1","0.0%"
"86","Ben Koyack (FA)","5","7","38","7.6","21","1","0","0","0","0","0","16","10.8","0.7","0.0%"
"87","Alan Cross (FA)","5","6","58","11.6","23","1","0","0","0","0","0","8","10.8","1.4","0.0%"
"88","Jeremy Sprinkle (FA)","2","3","13","6.5","7","0","1","0","0","0","0","11","9.3","0.8","0.0%"
"89","Jacob Hollister (FA)","4","11","42","10.5","19","0","0","1","5","0","0","15","8.7","0.6","0.0%"
"90","Sean McGrath (FA)","4","4","46","11.5","23","1","0","0","0","0","0","15","8.6","0.6","0.0%"
"91","Tyler Eifert (FA)","4","5","46","11.5","22","1","0","0","0","0","0","2","8.6","4.3","0.0%"
"92","Michael Roberts (FA)","4","7","46","11.5","23","1","0","0","0","0","0","15","8.6","0.6","0.0%"
"93","Will Tye (FA)","4","6","38","9.5","21","1","0","0","0","0","0","3","7.8","2.6","0.0%"
"94","Orson Charles (FA)","2","2","53","26.5","35","1","0","0","0","0","0","5","7.3","1.5","0.0%"
"95","Blake Bell (KC)","3","4","19","6.3","12","0","0","0","0","0","0","13","6.9","0.5","0.1%"
"96","Randall Telfer (FA)","3","4","36","12.0","20","1","0","0","0","0","0","16","6.6","0.4","0.0%"
"97","Darrell Daniels (FA)","3","13","26","8.7","13","0","0","0","0","0","0","12","5.6","0.5","0.0%"
"98","Ifeanyi Momah (FA)","1","2","46","46.0","46","1","0","0","0","0","0","9","5.6","0.6","0.0%"
"99","Emanuel Byrd (FA)","2","2","31","15.5","29","1","0","0","0","0","0","1","5.1","5.1","0.0%"
"100","Antony Auclair (FA)","2","2","25","12.5","14","0","0","0","0","0","0","8","4.5","0.6","0.0%"
"101","Geoff Swaim (ARI)","2","2","25","12.5","18","0","0","0","0","0","0","15","4.5","0.3","0.0%"
"102","Chris Manhertz (DEN)","2","4","17","8.5","11","0","0","0","0","0","0","16","3.7","0.2","0.0%"
"103","Cole Hikutini (FA)","2","3","15","7.5","10","0","0","0","0","0","0","4","3.5","0.9","0.0%"
"104","MarQueis Gray (FA)","1","3","10","10.0","10","0","0","5","14","0","0","16","3.4","0.2","0.0%"
"105","Jeff Cumberland (FA)","2","3","2","1.0","2","0","0","0","0","0","0","7","2.2","0.3","0.0%"
"106","Garrett Griffin (FA)","1","1","4","4.0","4","0","0","0","0","0","0","3","1.4","0.5","0.0%"
"107","Ryan Malleck (FA)","1","1","3","3.0","3","0","0","0","0","0","0","2","1.3","0.7","0.0%"
"108","Gavin Escobar (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"109","Logan Paulsen (FA)","0","2","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"110","Ryan Hewitt (FA)","2","2","22","11.0","16","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"111","Kelvin Benjamin (FA)","48","78","692","14.4","43","10","3","0","0","0","0","14","0.0","0.0","0.1%"
"112","Jordan Matthews (CAR)","25","36","282","11.3","47","3","1","0","0","0","1","10","0.0","0.0","0.0%"
"113","Clark Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"114","Jim Dray (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","John Phillips (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Tyrone Swoopes (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","54.3%"
"118","Shane Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.1%"
"119","Eric Saubert (HOU)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"120","Cethan Carter (FA)","0","1","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"121","Blake Jarwin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.0%"
"122","Lorenzo Jerome (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"123","Pharaoh Brown (NE)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"124","Johnny Mundt (MIN)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","4.9%"
"125","Evan Baylis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Sean Culkin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Jason Vander Laan (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"128","Vince Mayle (FA)","0","1","0","0","0","0","0","2","2","1","0","16","0.0","0.0","0.0%"
"129","Jake Fisher (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"130","Matt Lengel (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Khari Lee (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"132","MyCole Pruitt (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"133","Gabe Holmes (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"134","Matt LaCosse (FA)","0","1","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"135","Devin Funchess (FA)","63","111","840","13.3","44","15","8","0","0","0","0","16","0.0","0.0","0.0%"
"136","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"137","Ryan O'Malley (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Hakeem Valles (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"140","Kyle Carter (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"141","Mitchell Loewen (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"142","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"143","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.2%"
"144","Tyler Ott (BAL)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"145","Kevin McDermott (FA)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"146","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"147","Bronson Kaufusi (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"148","Henry Krieger-Coble (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"149","Ben Braunecker (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
""
""
