"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"39","Josh Hill (FA)","25","35","226","9.0","29","4","3","0","0","0","0","16","65.6","4.1","0.0%"
"40","C.J. Uzomah (NYJ)","27","40","242","9.0","36","3","2","0","0","0","0","16","63.2","4.0","0.1%"
"41","Ricky Seals-Jones (FA)","14","22","229","16.4","59","9","4","0","0","0","1","14","58.9","4.2","0.0%"
"42","Jeremy Sprinkle (FA)","26","40","241","9.3","23","2","1","0","0","0","0","16","56.1","3.5","0.0%"
"43","Delanie Walker (FA)","21","31","215","10.2","29","1","2","0","0","0","0","7","54.5","7.8","0.1%"
"44","Demetrius Harris (FA)","15","27","149","9.9","23","2","3","0","0","0","0","15","49.9","3.3","0.0%"
"45","Charles Clay (FA)","18","24","237","13.2","47","6","1","0","0","0","0","15","47.7","3.2","0.0%"
"46","James O'Shaughnessy (FA)","14","20","153","10.9","35","2","2","0","0","0","0","5","41.3","8.3","0.0%"
"47","Maxx Williams (FA)","15","19","202","13.5","28","5","1","0","0","0","0","16","41.2","2.6","0.0%"
"48","Rhett Ellison (FA)","18","28","167","9.3","31","4","1","0","0","0","0","10","40.7","4.1","0.0%"
"49","Anthony Firkser (DET)","14","24","204","14.6","39","6","1","0","0","0","0","15","40.4","2.7","0.0%"
"50","Logan Thomas (WAS)","16","28","173","10.8","17","0","1","0","0","0","0","16","39.3","2.5","37.3%"
"51","Marcedes Lewis (CHI)","15","19","156","10.4","25","2","1","0","0","0","0","16","36.6","2.3","0.0%"
"52","Ross Dwelley (SF)","15","22","91","6.1","25","1","2","0","0","0","0","16","36.1","2.3","0.0%"
"53","Ian Thomas (CAR)","16","30","136","8.5","19","0","1","0","0","0","0","16","35.6","2.2","0.0%"
"54","Benjamin Watson (FA)","17","24","173","10.2","26","3","0","0","0","0","0","10","34.3","3.4","2.8%"
"55","Nick Vannett (LAC)","17","22","166","9.8","18","0","0","0","0","0","0","16","33.6","2.1","0.0%"
"56","Dan Arnold (FA)","8","14","127","15.9","37","4","2","0","0","0","0","6","32.7","5.5","0.0%"
"57","Derek Carrier (FA)","13","19","108","8.3","25","2","1","1","27","0","0","16","32.5","2.0","0.0%"
"58","Matt LaCosse (FA)","13","19","131","10.1","24","3","1","0","0","0","0","12","32.1","2.7","0.0%"
"59","Jeff Heuerman (FA)","14","20","114","8.1","26","1","1","0","0","0","0","14","31.4","2.2","0.0%"
"60","Jesse James (FA)","16","27","142","8.9","23","1","0","0","0","0","0","16","30.2","1.9","0.0%"
"61","Nick O'Leary (FA)","13","18","109","8.4","19","0","1","0","0","0","0","12","29.9","2.5","0.0%"
"62","Jaeden Graham (FA)","9","10","149","16.6","53","6","1","0","0","0","0","16","29.9","1.9","0.0%"
"63","Vernon Davis (FA)","10","19","123","12.3","48","3","1","0","0","0","0","4","28.3","7.1","1.6%"
"64","Robert Tonyan (CHI)","10","15","100","10.0","28","2","1","0","0","0","0","11","26.0","2.4","0.2%"
"65","Seth DeValve (FA)","12","18","140","11.7","20","1","0","0","0","0","0","12","26.0","2.2","0.0%"
"66","Andrew Beck (HOU)","9","12","90","10.0","29","1","1","1","3","0","0","16","24.5","1.5","0.0%"
"67","Hale Hentges (FA)","8","14","103","12.9","24","2","1","0","0","0","0","11","24.3","2.2","0.0%"
"68","Joshua Perkins (FA)","9","13","87","9.7","24","1","1","0","0","0","0","5","23.7","4.7","0.0%"
"69","Ryan Izzo (FA)","6","9","114","19.0","41","5","1","0","0","0","0","6","23.4","3.9","0.0%"
"70","Virgil Green (FA)","9","13","78","8.7","15","0","1","0","0","0","0","15","22.8","1.5","0.0%"
"71","Trey Burton (FA)","14","24","84","6.0","16","0","0","0","0","0","0","9","22.4","2.5","0.0%"
"72","MyCole Pruitt (ATL)","6","8","90","15.0","42","4","1","0","0","0","0","16","21.0","1.3","0.0%"
"73","Jesper Horsted (LV)","8","10","87","10.9","20","1","1","0","0","0","1","6","20.7","3.5","0.0%"
"74","Daniel Brown (FA)","7","11","72","10.3","24","2","1","0","0","0","0","16","20.2","1.3","0.0%"
"75","Geoff Swaim (ARI)","13","17","65","5.0","9","0","0","0","0","0","0","6","19.5","3.3","0.0%"
"76","Tommy Sweeney (FA)","8","13","114","14.3","29","3","0","0","0","0","0","6","19.4","3.2","0.0%"
"77","Tyler Kroft (MIA)","6","14","71","11.8","20","1","1","0","0","0","0","12","19.1","1.6","0.1%"
"78","Ben Braunecker (FA)","6","11","59","9.8","18","0","1","0","0","0","0","11","17.9","1.6","0.0%"
"79","Mo Alie-Cox (IND)","8","11","93","11.6","21","1","0","0","0","0","0","16","17.3","1.1","0.1%"
"80","Adam Shaheen (FA)","9","13","74","8.2","18","0","0","0","0","0","1","8","16.4","2.1","0.0%"
"81","Stephen Carlson (CHI)","5","7","51","10.2","21","1","1","0","0","0","0","9","16.1","1.8","0.0%"
"82","J.P. Holtz (FA)","7","8","91","13.0","30","2","0","0","0","0","0","15","16.1","1.1","0.0%"
"83","Luke Willson (FA)","8","10","79","9.9","17","0","0","0","0","0","0","9","15.9","1.8","0.0%"
"84","Troy Fumagalli (MIN)","6","9","38","6.3","9","0","1","0","0","0","0","11","15.8","1.4","0.0%"
"85","David Njoku (CLE)","5","10","41","8.2","18","0","1","0","0","0","0","4","15.1","3.8","93.3%"
"86","Blake Bell (KC)","8","15","67","8.4","30","2","0","0","0","0","0","15","14.7","1.0","0.1%"
"87","Tyler Conklin (NYJ)","8","10","58","7.3","20","1","0","0","0","0","0","16","13.8","0.9","17.4%"
"88","Durham Smythe (MIA)","7","14","65","9.3","24","1","0","0","0","0","0","16","13.5","0.8","0.8%"
"89","Luke Stocker (FA)","8","14","53","6.6","18","0","0","0","0","0","0","15","13.3","0.9","0.0%"
"90","Lee Smith (FA)","4","5","31","7.8","9","0","1","0","0","0","0","16","13.1","0.8","0.0%"
"91","Clive Walford (FA)","4","8","57","14.3","19","0","0","0","4","0","0","8","10.1","1.3","0.0%"
"92","Cethan Carter (FA)","2","3","13","6.5","8","0","1","0","0","0","0","15","9.3","0.6","0.0%"
"93","Deon Yelder (FA)","3","4","50","16.7","24","1","0","0","0","0","0","10","8.0","0.8","0.0%"
"94","Drew Sample (CIN)","5","6","30","6.0","21","1","0","0","0","0","0","9","8.0","0.9","0.1%"
"95","Lance Kendricks (FA)","3","7","50","16.7","24","1","0","0","0","0","0","12","8.0","0.7","0.0%"
"96","Ross Travis (FA)","4","6","51","12.8","25","1","0","0","0","0","1","3","7.1","2.4","0.0%"
"97","Trevon Wesco (TEN)","2","3","47","23.5","32","2","0","1","2","0","0","16","6.9","0.4","0.0%"
"98","Johnny Mundt (MIN)","4","7","26","6.5","9","0","0","0","0","0","0","14","6.6","0.5","4.9%"
"99","Pharaoh Brown (NE)","2","3","27","13.5","18","0","0","0","0","0","0","9","4.7","0.5","0.0%"
"100","Tanner Hudson (CIN)","2","5","26","13.0","14","0","0","0","0","0","0","9","4.6","0.5","4.4%"
"101","Josh Oliver (MIN)","3","6","15","5.0","6","0","0","0","0","0","0","4","4.5","1.1","0.7%"
"102","Eric Saubert (HOU)","2","3","21","10.5","11","0","0","0","0","0","0","2","4.1","2.1","0.0%"
"103","Codey McElroy (FA)","1","1","30","30.0","30","2","0","0","0","0","0","1","4.0","4.0","0.0%"
"104","Isaac Nauta (FA)","2","3","13","6.5","10","0","0","0","0","0","0","6","3.3","0.6","0.0%"
"105","Scott Simonson (FA)","2","2","11","5.5","10","0","0","0","0","0","0","6","3.1","0.5","0.0%"
"106","Levine Toilolo (FA)","2","2","10","5.0","8","0","0","0","0","0","0","13","3.0","0.2","0.0%"
"107","Sean Culkin (FA)","1","2","12","12.0","12","0","0","0","0","0","0","4","2.2","0.6","0.0%"
"108","Antony Auclair (FA)","1","3","11","11.0","11","0","0","0","0","0","0","8","2.1","0.3","0.0%"
"109","Chris Manhertz (DEN)","1","1","11","11.0","11","0","0","0","0","0","0","15","2.1","0.1","0.0%"
"110","Ben Koyack (FA)","1","3","9","9.0","9","0","0","0","0","0","0","12","1.9","0.2","0.0%"
"111","Jordan Thomas (FA)","1","3","8","8.0","8","0","0","0","0","0","0","6","1.8","0.3","0.0%"
"112","Chris Herndon IV (FA)","1","2","7","7.0","7","0","0","0","0","0","0","2","1.7","0.9","0.0%"
"113","Dalton Schultz (HOU)","1","2","6","6.0","6","0","0","0","0","0","0","16","1.6","0.1","79.8%"
"114","Tyrone Swoopes (FA)","1","1","5","5.0","5","0","0","0","0","0","0","6","1.5","0.3","0.0%"
"115","Charles Jones (FA)","1","1","5","5.0","5","0","0","0","0","0","0","4","1.5","0.4","0.0%"
"116","Darrell Daniels (FA)","1","3","4","4.0","4","0","0","0","0","0","0","11","1.4","0.1","0.0%"
"117","Zach Gentry (LV)","1","1","4","4.0","4","0","0","0","0","0","0","4","1.4","0.4","0.0%"
"118","Xavier Grimble (FA)","1","3","3","3.0","3","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"119","Eric Tomlinson (IND)","1","1","1","1.0","1","0","0","0","0","0","0","8","1.1","0.1","0.0%"
"120","Jace Sternberger (FA)","0","1","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"121","Matthew Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"122","Carson Meier (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Logan Paulsen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Kelvin Benjamin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"125","Jordan Matthews (CAR)","4","12","33","8.3","10","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"126","Richard Rodgers (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"127","Erik Swoope (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Garrett Celek (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"129","Jordan Reed (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","19.0%"
"130","Dion Sims (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Antonio Gates (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"132","Clark Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"133","Jermaine Gresham (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Ed Dickson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"135","Rob Gronkowski (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"136","Kendall Blanton (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Jason Vander Laan (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"138","Jake Butt (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"139","Mason Schreck (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"140","Jason Croom (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","Evan Baylis (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"142","Alex Ellis (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"143","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"144","Cole Wick (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Alan Cross (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"146","Mitchell Loewen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"147","Donnie Ernsberger (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"148","Garrett Dickerson (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"149","Brandon Dillon (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"150","Taysom Hill (NO)","19","22","234","12.3","45","8","6","27","156","1","0","16","0.0","0.0","54.3%"
"151","Jordan Franks (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"152","James Looney (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"153","David Morgan II (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"154","Jerome Cunningham (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"155","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"156","Devin Funchess (FA)","3","5","32","10.7","16","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","David Grinnage (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"159","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.2%"
"160","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"161","Tyler Ott (BAL)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"162","Kevin McDermott (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"163","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Bronson Kaufusi (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"165","Stephen Anderson (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"166","Jerell Adams (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"167","Matt Lengel (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"168","Neal Sterling (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"169","Khari Lee (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"170","Brian Parker (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
""
""
