"Rank","Player","Team","Bye","POS","ESPN","Sleeper","NFL","RTSports","FFC","AVG"
"60","Javonte Williams","DEN","11","RB25","63","62","84","48","","60.6"
"61","Brandon Aiyuk","SF","6","WR23","59","61","64","62","","60.8"
"62","Chase Edmonds","TB","9","RB26","56","70","83","55","","62.0"
"63","Justin Herbert","LAC","7","QB8","62","54","50","67","","62.2"
"64","Tee Higgins","CIN","10","WR24","60","66","77","66","","64.8"
"65","Gus Edwards","BAL","8 ","RB27","52","68","99","39","","65.2"
"66","Odell Beckham Jr.","BAL","8","WR25","65","65","66","75","","67.8"
"67","Raheem Mostert","MIA","14 ","RB28","79","72","85","63","","68.8"
"68","Chase Claypool","MIA","14","WR26","71","71","63","70","","69.2"
"69","JuJu Smith-Schuster","NE","14","WR27","68","69","73","71","","70.8"
"70","Tom Brady","","","QB9","64","75","57","78","","71.8"
"71","Damien Harris","BUF","7","RB29","76","88","113","57","","72.0"
"72","Jerry Jeudy","DEN","11","WR28","69","76","82","74","","72.4"
"73","Ja'Marr Chase","CIN","10","WR29","78","58","81","86","","74.4"
"74","Kenny Golladay","","","WR30","72","67","79","73","","74.8"
"75","DeVonta Smith","PHI","14","WR31","81","73","78","76","","77.0"
"76","Robbie Chosen","MIA","14","WR32","70","80","88","77","","77.4"
"77","Michael Thomas","N","6 O","WR33","89","63","80","91","","79.2"
"78","Courtland Sutton","DEN","11","WR34","73","81","96","69","","79.6"
"79","Melvin Gordon III","BAL","8","RB30","103","77","87","79","","79.6"
"80","Logan Thomas","WAS","9 ","TE7","66","103","94","80","","81.2"
"81","Noah Fant","SEA","9","TE8","80","74","90","89","","84.2"
"82","Leonard Fournette","","","RB31","87","78","92","87","","86.4"
"83","Trey Sermon","IND","14","RB32","120","82","118","68","","87.2"
"84","Deebo Samuel","SF","6","WR35","92","84","128","81","","88.0"
"85","Matthew Stafford","LAR","11","QB10","93","89","69","88","","88.2"
"86","Robert Tonyan","CHI","10 ","TE9","88","93","76","90","","88.4"
"87","Tyler Boyd","CIN","10","WR36","82","102","109","94","","91.2"
"88","Ronald Jones II","","","RB33","121","83","127","72","","91.8"
"89","Laviska Shenault Jr.","CAR","13","WR37","83","96","145","95","","91.8"
"90","Brandin Cooks","DAL","7","WR38","77","94","100","100","","92.8"
"91","Michael Carter","ARI","12","RB34","134","95","107","82","","93.4"
"92","Ryan Tannehill","TEN","13","QB11","98","98","93","85","","93.4"
"93","Antonio Brown ","","","WR39","104","97","110","92","","94.6"
"94","Corey Davis ","","","WR40","94","105","135","84","","95.6"
"95","Jalen Hurts","PHI","14","QB12","97","107","86","99","","97.0"
"96","Dallas Goedert","PHI","14","TE10","99","85","97","105","","99.2"
"97","James Conner","ARI","12","RB35","107","101","121","96","","100.8"
"98","DJ Chark Jr.","CAR","13 ","WR41","111","79","117","106","","102.0"
"99","Jarvis Landry","","","WR42","101","91","124","111","","103.4"
"100","Tampa Bay Buccaneers","DST","9","DST1","74","92","72","144","","105.4"
"101","AJ Dillon","GB","13","RB36","113","112","142","101","","105.8"
"102","Michael Pittman Jr.","IND","14","WR43","129","111","104","97","","106.4"
"103","Kenyan Drake ","","","RB37","102","104","140","107","","106.4"
"104","Zack Moss","IND","14","RB38","123","110","120","83","","106.6"
"105","Jaylen Waddle","MIA","14","WR44","110","87","133","108","","107.4"
"106","Los Angeles Rams","DST","11","DST2","115","99","60","131","","107.8"
"107","William Fuller V","","","WR45","85","116","106","112","","109.8"
"108","Mike Gesicki","NE","14","TE11","109","90","114","113","","109.8"
"109","Pittsburgh Steelers","DST","7","DST3","95","114","65","128","","111.2"
"110","Joe Burrow","CIN","10","QB13","122","113","108","110","","111.2"
"111","Tyler Higbee","LAR","11 ","TE12","125","108","151","109","","112.0"
"112","Devin Singletary","HOU","10","RB39","128","117","146","104","","112.4"
"113","Jamaal Williams","NO","6","RB40","124","134","160","98","","116.4"
"114","Sony Michel","","","RB41","90","151","182","93","","117.8"
"115","Michael Gallup","DAL","7 ","WR46","86","122","132","119","","118.0"
"116","Curtis Samuel","WAS","9","WR47","119","120","111","115","","118.2"
"117","Washington Commanders","DST","9","DST4","108","109","75","141","","120.0"
"118","Marvin Jones Jr.","","","WR48","106","148","112","129","","122.4"
"119","Marquez Callaway","PIT","7","WR49","131","130","176","103","","123.0"
"120","Mike Williams","LAC","7","WR50","116","115","131","133","","123.0"
"121","Jonnu Smith","ATL","6","TE13","91","142","116","118","","123.0"
"122","Marquise Brown","ARI","12","WR51","105","118","136","120","","123.2"
"123","Baltimore Ravens","DST","8","DST5","96","106","74","143","","123.8"
"124","Nyheim Hines","BUF","7","RB42","132","127","184","102","","124.0"
"125","Rob Gronkowski","","","TE14","114","86","101","145","","125.6"
"126","Harrison Butker","KC","12","K1","84","131","89","154","","127.8"
"127","Justin Tucker","BAL","8","K2","100","129","71","146","","127.8"
"128","Trevor Lawrence","JAC","7","QB14","135","100","122","130","","128.0"
"129","Darnell Mooney","CHI","10","WR52","152","124","137","122","","128.6"
"130","Henry Ruggs III ","","","WR53","117","135","170","127","","129.0"
"131","David Johnson","","","RB43","140","121","130","125","","129.8"
"132","Tony Pollard","DAL","7","RB44","158","144","148","117","","132.6"
"133","Mecole Hardman Jr.","KC","12","WR54","144","125","164","140","","132.8"
"134","DeVante Parker","NE","14","WR55","146","149","","116","","134.2"
"135","San Francisco 49ers","DST","6","DST6","118","123","119","156","","136.8"
"136","Baker Mayfield","TB","9 ","QB15","126","126","143","153","","138.6"
"137","Buffalo Bills","DST","7","DST7","112","119","125","160","","139.0"
"138","J.D. McKissic","","","RB45","157","162","196","114","","139.8"
"139","Justin Fields","CHI","10","QB16","147","128","149","139","","140.8"
"140","Matt Ryan","","","QB17","153","158","161","126","","141.8"
"141","Younghoe Koo","ATL","6","K3","130","132","62","171","","143.2"
"142","Cole Beasley","","","WR56","133","159","169","138","","143.8"
"143","Jakobi Meyers","LV","8","WR57","136","152","219","132","","145.0"
"144","Elijah Moore","CLE","13","WR58","160","136","167","149","","145.6"
"145","Phillip Lindsay","","","RB46","155","143","154","123","","146.2"
"146","Russell Gage","TB","9","WR59","172","155","188","136","","148.8"
"147","Trey Lance","DAL","7","QB18","166","146","168","148","","149.0"
"148","James White ","","","RB47","150","179","197","135","","151.8"
"149","Indianapolis Colts","DST","14","DST8","148","150","91","161","","151.8"
"150","Hunter Henry","NE","14","TE15","156","141","172","124","","153.2"
"151","Alexander Mattison","MIN","7","RB48","164","170","192","142","","154.2"
"152","Tyler Bass","BUF","7","K4","162","133","102","166","","155.0"
"153","Kirk Cousins","MIN","7","QB19","176","163","165","137","","157.8"
"154","Tua Tagovailoa","MIA","14","QB20","145","193","152","163","","158.6"
"155","New England Patriots","DST","14","DST9","154","156","150","167","","158.8"
"156","Evan Engram","JAC","7","TE16","170","164","159","151","","159.8"
"157","Denver Broncos","DST","11","DST10","138","138","173","175","","163.2"
"158","Jason Sanders","MIA","14","K5","141","140","123","190","","163.4"
"159","Ben Roethlisberger","","","QB21","159","181","166","164","","165.0"
"160","Zach Ertz","DET","9","TE17","169","161","155","169","","165.2"
"161","Jared Cook","","","TE18","178","160","157","158","","165.4"
"162","Ryan Succop","","","K6","179","139","126","182","","165.8"
"163","Tevin Coleman","","","RB49","197","185","199","121","","167.8"
"164","Jameis Winston","N","6 O","QB22","167","175","181","170","","168.2"
"165","Rhamondre Stevenson","NE","14","RB50","181","177","233","134","","169.0"
"166","Sterling Shepard","NYG","10 ","WR60","185","184","189","152","","172.4"
"167","Austin Hooper","LV","8","TE19","139","166","174","159","","174.2"
"168","Cleveland Browns","DST","13","DST11","149","137","163","203","","174.4"
"169","Giovani Bernard","","","RB51","189","192","229","155","","174.4"
"170","Nelson Agholor","BAL","8","WR61","175","167","205","174","","176.2"
"171","Chuba Hubbard","CAR","13","RB52","210","154","259","168","","176.6"
"172","Mac Jones","NE","14","QB23","168","176","194","197","","177.0"
"173","Rondale Moore","ARI","12","WR62","198","165","286","186","","177.0"
"174","Rodrigo Blankenship","","","K7","187","145","68","185","","177.6"
"175","Greg Zuerlein","NYJ","6","K8","163","153","105","183","","177.6"
"176","Kenneth Gainwell","PHI","14","RB53","","195","178","165","","177.8"
"177","Gerald Everett","LAC","7","TE20","204","190","139","157","","179.6"
"178","Ryan Fitzpatrick ","","","QB24","182","197","190","184","","182.8"
"179","Daniel Carlson","LV","8","K9","","202","103","210","","183.6"
"180","Kansas City Chiefs","DST","12","DST12","191","178","141","187","","186.4"
"181","Derek Carr","NO","6","QB25","184","213","180","179","","186.4"
"182","Jalen Reagor","NE","14","WR63","151","196","246","162","","187.4"
"183","Cole Kmet","CHI","10","TE21","174","186","187","188","","187.4"
"184","Tyrell Williams","","","WR64","161","206","","201","","188.4"
"185","New Orleans Saints","DST","6","DST13","180","203","129","207","","189.2"
"186","Rashaad Penny","PHI","14","RB54","","211","248","180","","190.6"
"187","Terrace Marshall Jr.","CAR","13","WR65","194","183","241","173","","191.0"
"188","Miami Dolphins","DST","14","DST14","199","182","98","204","","191.6"
"189","Zach Wilson","NYJ","6","QB26","186","194","207","192","","192.4"
"190","Jason Myers","SEA","9","K10","127","147","147","218","","193.4"
"191","Latavius Murray","BUF","7","RB55","227","169","208","172","","194.2"
"192","Mason Crosby","NYG","10","K11","195","157","156","224","","195.0"
"193","Emmanuel Sanders","","","WR66","203","209","201","189","","195.4"
"194","A.J. Green","","","WR67","177","187","204","214","","197.0"
"195","Ty'Son Williams","","","RB56","193","225","258","147","","198.6"
"196","Randall Cobb","NYJ","6","WR68","173","174","213","233","","199.6"
"197","Gabe Davis","BUF","7","WR69","224","208","191","220","","204.6"
"198","Matt Prater","ARI","12","K12","190","168","206","208","","207.2"
"199","Daniel Jones","NYG","10 ","QB27","196","221","236","202","","207.2"
"200","Green Bay Packers","DST","13","DST15","192","229","153","232","","207.4"
"201","Bryan Edwards","","","WR70","214","191","262","191","","207.4"
"202","Matt Gay","IND","14","K13","142","","250","205","","209.0"
"203","Deshaun Watson","CLE","13","QB28","200","171","144","256","","209.2"
"204","Pat Freiermuth","PIT","7","TE22","201","180","225","230","","210.4"
"205","Sam Darnold","SF","6","QB29","218","216","238","194","","212.0"
"206","Darrel Williams","","","RB57","","239","240","196","","213.2"
"207","Anthony Firkser","DET","9","TE23","209","220","264","195","","215.4"
"208","Brandon McManus","JAC","7","K14","143","","177","238","","195.5"
"209","Eric Ebron","","","TE24","171","212","185","225","","217.2"
"210","Blake Jarwin","","","TE25","217","218","202","236","","219.0"
"211","Amon-Ra St. Brown","DET","9","WR71","","189","203","211","","198.5"
"212","Mark Ingram II","","","RB58","220","234","214","193","","221.6"
"213","Seattle Seahawks","DST","9","DST16","207","233","179","287","","222.6"
"214","Parris Campbell","NYG","10","WR72","165","214","293","234","","223.6"
"215","Tarik Cohen","CAR","13","RB59","","254","186","209","","206.5"
"216","Tony Jones Jr.","ARI","12","RB60","","","300","150","","207.0"
"217","Chicago Bears","DST","10","DST17","202","227","183","231","","226.4"
"218","Adam Trautman","DEN","11","TE26","","200","220","242","","207.5"
"219","Robbie Gould","","","K15","205","188","210","235","","227.8"
"220","Christian Kirk","JAC","7","WR73","","219","255","181","","209.3"
"221","Jamison Crowder","WAS","9","WR74","230","222","247","266","","228.2"
"222","Ty Johnson","BUF","7","RB61","","232","","216","","210.5"
"223","T.Y. Hilton","","","WR75","","199","162","285","","210.5"
"224","Damien Williams","","","RB62","","210","276","176","","211.5"
"225","Tennessee Titans","DST","13","DST18","225","241","218","293","","230.4"
"226","Minnesota Vikings","DST","7","DST19","183","201","215","251","","232.4"
"227","Carson Wentz","LAR","11","QB30","211","242","224","177","","231.8"
"228","Rashod Bateman","BAL","8","WR76","","173","266","253","","214.3"
"229","Tre'Quan Smith","DEN","11","WR77","","215","281","198","","215.8"
"230","Malcolm Brown","","","RB63","188","246","","222","","218.3"
"231","Marlon Mack","ARI","12","RB64","","217","251","226","","223.5"
"232","Graham Gano","NYG","10","K16","137","","217","240","","229.5"
"233","Devontae Booker","","","RB65","","198","","199","","200.0"
"234","Arizona Cardinals","DST","12","DST20","222","","158","296","","227.0"
"235","Allen Lazard","NYJ","6","WR78","","244","226","223","","227.8"
"236","Wil Lutz","DEN","11 ","K17","","247","138","","","204.3"
"237","Los Angeles Chargers","DST","7","DST21","228","230","223","237","","245.6"
"238","Marquez Valdes-Scantling","KC","12","WR79","","205","245","219","","230.0"
"239","Carolina Panthers","DST","13","DST22","232","226","231","252","","245.8"
"240","Le'Veon Bell","","","RB66","216","238","263","212","","232.3"
"241","Cam Newton","","","QB31","229","258","198","","","234.8"
"242","Chris Boswell","PIT","7","K18","215","","193","229","","239.5"
"243","Jerick McKinnon","KC","12","RB67","","237","269","178","","235.5"
"244","Sammy Watkins","","","WR80","","207","237","239","","236.0"
"245","Jared Goff","DET","9","QB32","208","","244","279","","238.0"
"246","Boston Scott","PHI","14","RB68","","204","297","206","","238.8"
"247","Cam Akers","MIN","7","RB69","226","","134","","","271.7"
"248","O.J. Howard","","","TE27","221","243","270","278","","254.8"
"249","Kadarius Toney","KC","12","WR81","","224","261","249","","243.8"
"250","Todd Gurley II","","","RB70","","","212","241","","225.3"
"251","Teddy Bridgewater","DET","9","QB33","206","","239","263","","248.8"
"252","Evan McPherson","CIN","10","K19","219","","273","254","","248.8"
"253","Carlos Hyde ","","","RB71","","228","278","213","","249.5"
"254","Amari Rodgers","","","WR82","","249","257","200","","259.5"
"255","Darrynton Evans","BUF","7 ","RB72","","260","","215","","238.0"
"256","Nico Collins","HOU","10","WR83","","252","","257","","241.0"
"257","Tim Tebow","","","TE28","","223","260","","","244.3"
"258","Benny Snell Jr.","","","RB73","","","280","228","","244.7"
"259","Dallas Cowboys","DST","7","DST23","","","195","274","","245.7"
"260","Joshua Palmer","LAC","7","WR84","","235","","227","","246.0"
"261","Hayden Hurst","CAR","13","TE29","","","235","295","","246.7"
"262","Hunter Renfrow","LV","8","WR85","","245","277","255","","260.8"
"263","Taysom Hill","NO","6","TE30","","","234","298","","247.0"
"264","Cordarrelle Patterson","ATL","6","RB74","","231","","258","","248.3"
"265","Josh Lambo","","","K20","231","","274","245","","273.5"
"266","Salvon Ahmed","MIA","14","RB75","","255","","259","","250.3"
"267","J.J. Taylor","HOU","10","RB76","","","295","248","","251.3"
"268","Justin Jackson","","","RB77","","","","217","","235.0"
"269","Cairo Santos","CHI","10","K21","","","171","","","249.5"
"270","Jimmy Graham","NO","6","TE31","","","230","286","","260.3"
"271","Donovan Peoples-Jones","DET","9","WR86","","236","284","283","","271.3"
"272","Jimmy Garoppolo","LV","8","QB34","","","228","267","","262.3"
"273","Jordan Akins","CLE","13","TE32","","","","","","186.0"
"274","John Brown","","","WR87","","264","227","","","273.7"
"275","New York Giants","DST","10","DST24","","","209","292","","272.3"
"276","Dustin Hopkins","CLE","13","K22","","","256","246","","286.3"
"277","Giovanni Ricci","CAR","13","TE33","","","200","","","200.0"
"278","Dalton Schultz","HOU","10","TE34","","","242","262","","269.0"
"279","Wayne Gallman Jr.","","","RB78","","","","221","","252.5"
"280","Jeff Wilson Jr.","MIA","14","RB79","","","","272","","252.5"
"281","Javian Hawkins","TEN","13","RB80","","265","","","","253.5"
"282","Austin Seibert","NYJ","6 ","K23","","","211","","","211.0"
"283","Chase McLaughlin","TB","9","K24","212","","","","","284.0"
"284","Juwan Johnson","NO","6","TE35","","","","273","","259.0"
"285","Dawson Knox","BUF","7","TE36","","","254","264","","274.0"
"286","Michael Badgley","DET","9","K25","","","216","","","280.5"
"287","Philadelphia Eagles","DST","14","DST25","","","222","297","","289.0"
"288","Elijah Mitchell","SF","6","RB81","","","","","","219.0"
"289","Denzel Mims","PIT","7","WR88","","","","260","","261.5"
"290","Ka'imi Fairbairn","HOU","10","K26","","","221","","","281.5"
"291","Tyler Kroft","MIA","14","TE37","","","","284","","265.0"
"292","Sam Ficken","","","K27","","","","","","229.0"
"293","Byron Pringle","WAS","9","WR89","","","","244","","267.0"
"294","Jake Elliott","PHI","14","K28","","","232","","","286.0"
"295","Jacksonville Jaguars","DST","7","DST26","","","287","250","","291.0"
"296","DeSean Jackson","","","WR90","","","267","300","","280.3"
"297","Anthony McFarland Jr.","PIT","7","RB82","","","","","","236.0"
"298","Andy Dalton","CAR","13","QB35","","","","","","238.0"
"299","Joshua Kelley","LAC","7","RB83","","","","243","","270.5"
"300","Dan Arnold","","","TE38","","","","289","","270.5"
"301","Larry Rountree III","","","RB84","","","","247","","271.0"
"302","Jake Funk","DET","9","RB85","","","","","","240.0"
"303","Xavier Jones","","","RB86","","240","","","","347.0"
"304","Las Vegas Raiders","DST","8","DST27","","","243","","","243.0"
"305","Royce Freeman","LAR","11","RB87","","","","","","244.0"
"306","Detrez Newsome","","","RB88","","248","","","","248.0"
"307","Stephen Gostkowski","","","K29","","","249","","","249.0"
"308","Paul McRoberts","","","WR91","","250","","","","250.0"
"309","Jonathan Brown","","","K30","","251","","","","251.0"
"310","Jaret Patterson","LAC","7","RB89","","","","268","","277.0"
"311","Nick Folk","TEN","13","K31","","","252","","","295.0"
"312","Nick Tiano","","","QB36","","253","","","","253.0"
"313","Joey Slye","WAS","9","K32","","","253","","","300.0"
"314","Demarcus Robinson","LAR","11","WR92","","","288","","","278.5"
"315","La'Mical Perine","KC","12","RB90","","","","","","255.0"
"316","Kent Taylor","","","TE39","","256","","","","256.0"
"317","Anthony Miller","KC","12","WR93","","","","276","","279.5"
"318","Stevan Ridley","","","RB91","","257","","","","257.0"
"319","Breshad Perriman","","","WR94","","","","","","257.0"
"320","KJ Hamler","BUF","7 ","WR95","","","285","275","","288.7"
"321","Austin MacGinnis","","","K33","","","","","","259.0"
"322","Juwan Green","","","WR96","","259","","","","259.0"
"323","Van Jefferson","ATL","6","WR97","","261","","","","294.0"
"324","Donald Parham Jr.","LAC","7","TE40","","","","261","","312.5"
"325","Taywan Taylor","","","WR98","","262","","","","262.0"
"326","Samaje Perine","DEN","11","RB92","","","","265","","282.5"
"327","Tyler Davis","","","WR99","","263","","","","263.0"
"328","David Njoku","CLE","13","TE41","","","265","","","324.0"
"329","Josh Hammond","","","WR100","","266","","","","266.0"
"330","Austin Traylor","","","TE42","","267","","","","267.0"
"331","Brian Hill","","","RB93","","","","","","267.0"
"332","Larry Fitzgerald","","","WR101","","","268","","","268.0"
"333","Jarvion Franklin","","","RB94","","268","","","","268.0"
"334","Manasseh Bailey","","","WR102","","269","","","","269.0"
"335","Chris Herndon IV","","","TE43","","","","269","","292.0"
"336","Alex Collins","","","RB95","","","","270","","270.0"
"337","Quinton Flowers","","","QB37","","270","","","","270.0"
"338","Darius Slayton","NYG","10","WR103","","","","302","","286.5"
"339","Darrin Hall","","","RB96","","271","","","","271.0"
"340","Mekhi Sargent","","","RB97","","","","271","","271.0"
"341","Josh Adams","","","RB98","","272","","","","272.0"
"342","Pooka Williams Jr.","","","RB99","","","","","","272.0"
"343","Kyle Juszczyk","SF","6","RB100","","","272","","","353.5"
"344","Qadree Ollison","","","RB101","","","","","","273.0"
"345","Phillip Andersen","","","K34","","273","","","","273.0"
"346","Jamal Robinson","","","WR104","","274","","","","274.0"
"347","Mike White","MIA","14","QB38","","275","","","","275.0"
"348","Jeremy Kerley","","","WR105","","276","","","","276.0"
"349","Tyrod Taylor","NYG","10","QB39","","","","294","","289.5"
"350","Dalton Crossan","","","RB102","","277","","","","277.0"
"351","Keke Coutee","","","WR106","","","","","","277.0"
"352","JaMycal Hasty","NE","14","RB103","","","","277","","277.0"
"353","Ralph Webb","","","RB104","","278","","","","278.0"
"354","Mike Boone","CAR","13","RB105","","","","","","278.0"
"355","Taylor Russolino","","","K35","","279","","","","279.0"
"356","Quez Watkins","PHI","14","WR107","","","","301","","291.0"
"357","Detroit Lions","DST","9","DST28","","","279","","","321.0"
"358","Brandon Wilds","","","RB106","","280","","","","280.0"
"359","Chris Evans","CIN","10","RB107","","","","280","","297.0"
"360","Daniel Crawford","","","TE44","","281","","","","281.0"
"361","Tyler Conklin","NYJ","6","TE45","","","","281","","339.5"
"362","Josh Reynolds","DET","9","WR108","","","","282","","302.5"
"363","Atlanta Falcons","DST","6","DST29","","","282","","","314.0"
"364","Randy Bullock","NYG","10","K36","","","283","","","326.5"
"365","Dyami Brown","WAS","9","WR109","","","","288","","304.0"
"366","Scott Miller","ATL","6","WR110","","","298","","","296.0"
"367","Adrian Peterson ","","","RB108","","","289","","","349.5"
"368","Cincinnati Bengals","DST","10","DST30","","","290","","","290.0"
"369","C.J. Uzomah","NYJ","6","TE46","","","","290","","308.0"
"370","Mo Alie-Cox","IND","14","TE47","","","","","","291.0"
"371","Kendrick Bourne","NE","14","WR111","","","","291","","320.5"
"372","Houston Texans","DST","10","DST31","","","291","","","326.0"
"373","Trace McSorley","","","QB40","","","292","","","292.0"
"374","New York Jets","DST","6","DST32","","","294","","","316.5"
"375","Drew Lock","SEA","9","QB41","","","","","","296.0"
"376","Rashard Higgins","","","WR112","","","296","","","313.5"
"377","Jalen Richard","","","RB109","","","","","","297.0"
"378","Eno Benjamin","NO","6","RB110","","","","","","299.0"
"379","Cody Parkey","","","K37","","","299","","","316.0"
"380","Jack Doyle","","","TE48","","","","299","","344.5"
"381","Travis Fulgham","","","WR113","","","","","","302.0"
"382","Olamide Zaccheaus","PHI","14","WR114","","","","","","307.0"
"383","Quintez Cephus","DET","9 ","WR115","","","","","","308.0"
"384","Adam Humphries","","","WR116","","","","","","309.0"
"385","Dee Eskridge","SEA","9","WR117","","","","","","311.0"
"386","Ke'Shawn Vaughn","NE","14","RB111","","","","","","313.0"
"387","Tim Patrick","DEN","11","WR118","","","","","","317.0"
"388","Kalen Ballage","","","RB112","","","","","","318.0"
"389","Chris Conley","SF","6","WR119","","","","","","319.0"
"390","De'Angelo Henderson Sr.","","","RB113","","","","","","322.0"
"391","Deonte Harty","BUF","7","WR120","","","","","","325.0"
"392","David Moore","TB","9","WR121","","","","","","329.0"
"393","Kerryon Johnson","","","RB114","","","","","","334.0"
"394","D'Onta Foreman","CHI","10","RB115","","","","","","335.0"
"395","Ito Smith","","","RB116","","","","","","337.0"
"396","Zach Pascal","ARI","12","WR122","","","","","","341.0"
"397","Ameer Abdullah","LV","8","RB117","","","","","","343.0"
"398","Devin Funchess","","","WR123","","","","","","349.0"
"399","Keelan Cole Sr.","LV","8","WR124","","","","","","351.0"
"400","Marquise Goodwin","CLE","13","WR125","","","","","","352.0"
"401","Jonathan Williams","WAS","9","RB118","","","","","","353.0"
"402","Terry Godwin","","","WR126","","","","","","354.0"
"403","Stephen Anderson","LAC","7","TE49","","","","","","355.0"
"404","Case Cookus","","","QB42","","","","","","358.0"
"405","Marcus Mariota","PHI","14","QB43","","","","","","359.0"
"406","Matt Breida","NYG","10","RB119","","","","","","360.0"
"407","Tylan Wallace","BAL","8","WR127","","","","","","362.0"
"408","Antonio Gandy-Golden","","","WR128","","","","","","365.0"
"409","James Washington","","","WR129","","","","","","366.0"
"410","N'Keal Harry","MIN","7","WR130","","","","","","368.0"
"411","Tucker McCann","","","K38","","","","","","369.0"
"412","Tutu Atwell","LAR","11 ","WR131","","","","","","371.0"
"413","Preston Williams","","","WR132","","","","","","372.0"
"414","Jalen Guyton","LAC","7","WR133","","","","","","373.0"
"415","Mohamed Sanu Sr.","","","WR134","","","","","","374.0"
"416","Cam Sims","CAR","13","WR135","","","","","","375.0"
"417","Shi Smith","KC","12","WR136","","","","","","376.0"
"418","Damiere Byrd","HOU","10","WR137","","","","","","377.0"
"419","Mitch Trubisky","PIT","7","QB44","","","","","","378.0"
