#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
163,Carson Wentz,QB,LAR,29.7,28.8,8.6,9.3,22.9,4.2,BYE,-,-,-,-,-,-,-,-,8.9,9.4,,15.2,121.8
164,Kareem Hunt,RB,CLE,23,9.4,9.1,8.8,14.7,1.2,7.8,11.2,BYE,2.9,7.4,3.1,9.4,3.2,3.7,5.2,0.9,,7.6,121
165,Jahan Dotson,WR,WAS,18,17.9,3,13.3,-,-,-,-,-,2.4,2.6,0,16.4,BYE,20.5,19.6,6.7,,10.9,120.4
166,Greg Joseph,K,MIN,13,1,4,18,3,4,BYE,4,8,9,3,9,12,6,8,12,5,,7.4,119
166,Cade York,K,NYG,16,6,5,9,4,12,9,8,BYE,5,5,7,11,4,8,4,6,,7.4,119
168,Marquez Valdes-Scantling,WR,KC,8.1,3.3,8.8,9.3,15,0,14.1,BYE,2.2,15,2.8,9.6,9.1,3,11.6,0,4.8,,7.3,116.7
169,Noah Fant,TE,SEA,4.6,3.1,6.7,7.2,7.9,10.5,1.7,3.9,14.6,6.4,BYE,6.4,14.2,0,14.2,9.2,6,,7.3,116.6
170,Matthew Stafford,QB,LAR,10.8,20.9,10.2,7.8,11.3,12.8,BYE,17.4,10.5,-,14.8,-,-,-,-,-,-,,12.9,116.4
171,Devin Duvernay,WR,BAL,21.4,12.2,10.3,9.1,12.8,2.4,6.2,16.4,1.5,BYE,1.7,6.9,10.3,0,4.9,-,-,,8.3,116.1
172,Isaiah McKenzie,WR,IND,9.9,5.7,21.2,12.1,-,2.9,-,8,4.1,9.5,0,22.3,9.4,5.8,4.4,0.6,0,,7.7,115.9
173,Zach Ertz,TE,DET,11.4,15.5,10.5,16.7,10.8,14,6.1,13.4,15,2.2,-,-,-,-,-,-,-,,11.6,115.6
174,Breece Hall,RB,NYJ,10.1,13,15.2,15.8,27.7,20.1,13.2,-,-,BYE,-,-,-,-,-,-,-,,16.4,115.1
175,Green Bay Packers,DST,GB,1,9,11,7,3,2,9,6,3,5,5,0,9,BYE,11,11,23,,7.2,115
176,Russell Gage,WR,TB,3.3,7.8,24.7,4.4,6,4,7.9,-,-,-,BYE,-,2.1,9.2,25.9,11.5,6.3,,9.4,113.1
177,Wil Lutz,K,DEN,10,4,2,7,9,14,11,6,7,5,10,0,10,-,3,5,10,,7.1,113
177,New York Jets,DST,NYJ,4,2,4,12,9,20,7,8,10,BYE,10,8,2,8,1,4,4,,7.1,113
179,Brian Robinson Jr.,RB,WAS,-,-,-,-,2.2,12,10.6,2,5.8,14.6,5.7,20.5,13.1,BYE,11.7,5.8,8.7,,9.4,112.7
180,Noah Brown,WR,HOU,11.8,20.1,10.4,9.1,1.5,2,8,-,-,1.3,6.2,0,3.5,12.5,22.9,1.5,1.7,,7.5,112.5
181,Marvin Jones Jr.,WR,FA,7.8,6.3,13.3,0,17.4,-,9.7,0,9.8,4.3,-,11.2,2.7,3.2,9.7,4.5,12.1,,7.5,112
182,Khalil Herbert,RB,CHI,11.3,5.1,30.9,11.1,1.1,7.4,15.7,15.9,2.3,5.7,-,-,-,BYE,-,2.3,3.1,,9.3,111.9
183,Chris Moore,WR,TEN,6.1,3.4,9.3,0,-,BYE,10,-,14.5,10,7.3,2.7,7.6,22.4,8.2,4.5,5.1,,7.9,111.1
184,Michael Badgley,K,DET,-,-,-,13,-,BYE,9,10,1,7,7,7,19,12,8,5,12,,9.2,110
185,Seattle Seahawks,DST,SEA,7,9,7,7,1,17,7,13,8,4,BYE,1,8,1,1,1,17,,6.8,109
186,Mason Crosby,K,NYG,1,10,2,9,10,4,3,5,3,7,3,9,8,-,6,15,13,,6.8,108
187,Robert Woods,WR,HOU,2.3,7.9,12.5,13,7.7,BYE,5.6,2.6,0,3,12.9,3.6,1.6,9.9,3.2,7,14.9,,6.7,107.7
188,Kansas City Chiefs,DST,KC,3,10,8,4,1,3,13,BYE,4,6,9,11,1,15,3,8,8,,6.7,107
188,DeAndre Carter,WR,LV,15.4,8.5,5.6,1.6,2.9,4.7,6.7,-,10.3,16.4,6.3,20.3,2.4,1,1.5,0,3.4,,6.7,107
188,Joey Slye,K,WAS,2,1,0,5,7,6,11,5,6,19,12,8,9,BYE,9,2,5,,6.7,107
191,Robert Tonyan,TE,CHI,6.6,3.1,9.7,10.2,6.3,19,6.2,8.5,5.9,1.8,3.9,5,2,BYE,1.4,2.3,14.2,,6.6,106.1
192,Zach Wilson,QB,NYJ,-,-,-,20.8,14.6,4.5,7.2,19.4,10.6,BYE,5.7,-,-,-,20.4,2.8,-,,11.8,105.9
193,Kalif Raymond,WR,DET,0,0,1.4,5.1,9.5,BYE,14.5,10.6,4.7,7.7,7,7.5,2.6,3.9,16.3,7.4,7.4,,6.6,105.6
194,Alec Pierce,WR,IND,0,-,9.1,12,16.1,13.9,6.7,9.5,3.3,0,5.8,0,18.6,BYE,0,5.6,4.5,,7,105.1
195,Cleveland Browns,DST,CLE,6,3,10,3,0,0,5,13,BYE,-3,1,4,27,4,16,3,13,,6.6,105
196,Greg Dortch,WR,ARI,13.3,15.5,17,1.6,0,0,7.6,1.2,1.3,0,19.3,-,BYE,0,0,22.3,5.5,,7,104.6
197,Hayden Hurst,TE,CAR,9.6,7.4,1.7,11.7,17.3,5.1,10.8,8.2,8.5,-,4.8,11.7,3.2,-,-,-,4.5,,8,104.5
198,Michael Gallup,WR,DAL,-,-,-,10.4,8.4,3.8,0,8.9,BYE,7.5,7.1,11.3,18.3,6,1.2,13.6,6.9,,8,103.4
199,Arizona Cardinals,DST,ARI,-2,9,4,12,3,14,17,6,9,8,-4,4,BYE,3,11,5,4,,6.4,103
199,Indianapolis Colts,DST,IND,6,0,6,3,14,6,8,5,7,3,8,3,1,BYE,23,9,1,,6.4,103
199,Carolina Panthers,DST,CAR,1,4,16,9,5,9,8,5,-2,10,9,11,BYE,7,1,4,6,,6.4,103
199,Cairo Santos,K,CHI,1,5,14,-,15,1,18,5,6,6,7,4,8,BYE,2,7,4,,6.9,103
203,Houston Texans,DST,HOU,7,6,9,2,11,BYE,0,8,5,3,1,7,8,7,5,17,6,,6.4,102
203,New Orleans Saints,DST,NO,6,4,4,4,4,4,1,16,3,7,5,5,6,BYE,7,8,18,,6.4,102
203,New York Giants,DST,NYG,4,7,0,16,2,7,5,5,BYE,9,-1,3,8,2,17,4,14,,6.4,102
203,Jake Elliott,K,PHI,8,6,6,5,-,10,BYE,5,3,3,5,12,5,12,5,11,6,,6.8,102
207,Romeo Doubs,WR,GB,8.8,4.7,21.3,13.7,5.9,6.1,0,16.2,2.8,-,-,-,-,BYE,10.5,6.6,5,,8.5,101.6
208,Darnell Mooney,WR,CHI,1.8,0.6,4.3,13.4,7.2,13.8,8.3,12,17.5,9.7,12.9,-,-,BYE,-,-,-,,9.2,101.5
209,Josh Reynolds,WR,DET,3.8,12.8,15.6,21.1,15.2,BYE,1.8,3.4,-,-,-,-,4.9,16.1,-,5.1,1.5,,9.2,101.3
210,Tampa Bay Buccaneers,DST,TB,13,26,6,1,6,3,1,5,8,6,BYE,6,3,-2,3,8,8,,6.3,101
210,Los Angeles Chargers,DST,LAC,13,1,-4,8,1,7,4,BYE,7,3,2,5,12,6,7,20,9,,6.3,101
212,James Cook,RB,BUF,-1.8,5.3,8,0,9.1,0.8,BYE,8.6,5.3,2.2,8.6,3.8,16.5,2.5,11.9,17.8,1.8,,6.3,100.4
213,Isaiah Hodgins,WR,NYG,-,-,-,-,8.1,-,-,-,BYE,6.1,3.9,6.1,15.4,15.8,7.7,22.9,14.2,,11.1,100.2
214,Chase Claypool,WR,MIA,9.4,6.6,7.6,0,10,23.4,9.1,12.5,3.7,1.8,3.1,7.1,5.8,-,-,-,0,,7.2,100.1
215,Tennessee Titans,DST,TEN,9,-3,3,10,6,BYE,19,9,7,12,4,8,-2,-4,8,7,7,,6.3,100
216,Demarcus Robinson,WR,LAR,3.9,8.2,0,3,1.8,5.7,BYE,12.4,2.2,-,21.8,2.7,11.1,10.2,6.9,7.6,1.9,,6.6,99.4
217,Washington Commanders,DST,WAS,4,-1,5,3,5,13,3,7,5,15,19,7,7,BYE,1,1,5,,6.2,99
218,Clyde Edwards-Helaire,RB,KC,22.4,15.8,14.9,22.4,6.5,3.3,9.2,BYE,2.9,0,0.9,-,-,-,-,-,-,,9.8,98.3
219,Matt Prater,K,ARI,1,1,14,8,-,-,-,9,3,-,5,7,BYE,7,14,14,15,,8.2,98
219,Miami Dolphins,DST,MIA,18,-4,9,1,-2,3,12,1,9,6,BYE,18,6,10,3,4,4,,6.1,98
219,Denver Broncos,DST,DEN,5,7,16,2,14,5,4,7,BYE,4,1,2,12,7,10,-4,6,,6.1,98
222,Nico Collins,WR,HOU,4.6,9.8,6.1,11.2,10.5,BYE,6.3,-,-,15.9,9.8,10.4,12.5,-,-,-,-,,9.7,97.1
223,Minnesota Vikings,DST,MIN,12,7,2,6,4,13,BYE,10,6,15,-4,9,5,-1,5,9,-1,,6.1,97
224,Olamide Zaccheaus,WR,PHI,6.9,10.1,6.9,7.5,11.9,9.8,6.1,1.4,3.9,5.4,3.2,14.1,3.3,-,0,5.8,0,,6,96.3
225,Los Angeles Rams,DST,LAR,9,9,6,1,4,11,BYE,2,4,2,4,4,8,5,7,21,-1,,6,96
225,Cincinnati Bengals,DST,CIN,2,4,16,8,4,1,4,7,6,BYE,1,5,4,8,9,10,7,,6,96
227,Pittsburgh Steelers,DST,PIT,26,3,2,5,2,3,1,-1,BYE,10,2,10,4,3,5,13,7,,5.9,95
228,Corey Davis,WR,FA,13.7,16.3,4.7,18.4,5.8,7.2,0,-,-,-,-,1.9,13.5,2.5,-,3.4,7.5,,7.9,94.9
229,Harrison Butker,K,KC,9,-,-,-,-,11,6,BYE,6,3,14,14,6,11,4,7,3,,7.8,94
230,Mecole Hardman Jr.,WR,KC,10.6,7.5,1.2,1.4,12,13.2,28,BYE,19.9,-,-,-,-,-,-,-,-,,11.7,93.8
231,DJ Chark Jr.,WR,CAR,15.2,0,7.6,-,-,-,-,-,-,-,0,9.6,14.8,21.4,2.8,14.8,7.6,,9.4,93.8
232,Hunter Henry,TE,NE,4,0,1.8,3.3,9.4,16.1,2.2,3.2,9,BYE,3,15.3,3.3,10,2.9,-,10.2,,6.2,93.7
233,Rashid Shaheed,WR,NO,-,-,-,-,-,10.4,12.3,6.8,0,2.2,1.8,7.9,11.5,BYE,18.5,8.1,13.9,,8.5,93.4
234,Cade Otton,TE,TB,0,1.4,-,5.9,10.3,4.3,10.4,3.5,17.8,6.5,BYE,0,14.8,6.8,3,3.2,3.7,,6.1,91.6
235,Jordan Akins,TE,CLE,-,-,12.1,5.3,4.2,-,9.8,1.5,0,10.2,2.8,15.1,5.1,1.5,11.2,6.9,5.8,,6.5,91.5
236,Detroit Lions,DST,DET,0,9,2,-2,2,BYE,4,3,11,10,11,4,5,8,13,-4,15,,5.7,91
237,Brock Purdy,QB,SF,-,-,-,-,-0.1,-,1.7,-,BYE,-,0.3,-,15.3,21.7,16.5,17,18.1,,11.3,90.4
238,Marquise Goodwin,WR,CLE,4.2,0,5.1,0,-,4.6,22.7,7.3,BYE,11.8,-,8.5,2.7,20.3,3,0,-,,6.9,90.2
239,Mike Gesicki,TE,NE,1.1,14.1,1.6,4.3,4,24.9,5.7,12.8,1.3,5.1,-,0,0,0,1.5,3.4,9.8,,5.6,89.6
239,Austin Hooper,TE,LV,1.6,2.9,3.9,1.4,1.7,BYE,8.6,1.5,5.4,9.1,19.6,6,5.2,11.8,5.3,4,1.6,,5.6,89.6
241,Eno Benjamin,RB,NO,9.1,8.1,4.3,5.5,14.3,9.5,23.3,8.5,3.7,0,-,-,-,0.1,-,-,2.9,,7.4,89.3
242,James Robinson,RB,NO,19.9,15.8,20.6,2.9,5.9,6.5,0,1.7,13.3,-,1,-,1,BYE,-,-,-,,8.1,88.6
243,Kenyan Drake,RB,FA,5.6,0.8,-,-,3.7,19.7,0.5,16.7,24.9,-,7.3,0.2,6.6,2.2,-,-,-,,8,88.2
244,Chris Boswell,K,PIT,14,8,5,12,3,10,5,-,BYE,-,-,-,-,2,8,9,12,,8,88
245,Rondale Moore,WR,ARI,-,-,-,3.7,13.1,10.9,4.1,23.4,14.9,18.4,-0.6,-,BYE,-,-,-,-,,11,87.9
246,Melvin Gordon III,RB,BAL,7.2,6.3,16.5,-1.2,13.3,0.8,7,14.2,-,11,12,-,-,-,-,-,-,,8.7,87.1
247,Will Dissly,TE,SEA,13.3,2,12.4,13.9,4.1,2.2,8.5,3.2,5.4,4.8,BYE,3.7,4.2,4,2.3,2.9,-,,5.8,86.9
248,Sam Darnold,QB,SF,-,-,-,-,-,-,-,-,BYE,-,-,16.9,-,11.8,13.2,21.9,22.6,,17.3,86.4
249,Greg Dulcich,TE,DEN,-,-,-,-,-,12.4,11.1,12.7,BYE,2.1,7,3.1,14.5,7.2,2.1,13.9,-,,8.6,86.1
250,Elijah Moore,WR,CLE,9.9,6.5,8.9,8.5,2.1,0,0,0,BYE,-,3.7,14,3.7,12,9.4,3.5,3.8,,5.7,86
250,Atlanta Falcons,DST,ATL,6,16,4,6,0,13,-1,8,5,1,12,3,1,BYE,4,3,5,,5.4,86
250,Jaylen Warren,RB,PIT,0.7,2.5,4.3,3.2,10.3,0.2,4.4,10.5,BYE,10.7,1.9,-,3.9,4.7,11.9,4,12.8,,5.7,86
253,Cameron Dicker,K,LAC,-,-,-,-,9,-,-,BYE,8,12,10,5,8,11,6,8,8,,8.5,85
254,Allen Robinson II,WR,PIT,2.2,15.3,4.3,2.7,4.2,17.3,-,10.4,5.4,8.4,14.7,-,-,-,-,-,-,,8.5,84.9
255,Damien Harris,RB,BUF,7.8,16.7,12.6,15.4,2.2,-,2,7.2,-,-,11.3,1.6,-,-,-,-,7.9,,8.5,84.7
256,Ben Skowronek,WR,LAR,6.5,3.6,10.6,5.3,10.1,16.7,BYE,2,0,3.4,1.4,2.5,5,15.9,1.3,-,-,,6,84.3
257,Chigoziem Okonkwo,TE,TEN,1.7,0,-,12.8,0,BYE,0,1.3,5.8,5.1,4.1,6.5,10.8,18.5,10,2,5.4,,5.6,84
258,Trent Sherfield,WR,BUF,1.8,2.9,1.5,9.5,1.5,1.6,7.4,4.5,5.7,16.3,-,5.3,14.5,1.7,0,4.5,5,,5.2,83.7
259,Foster Moreau,TE,NO,-,6,7.4,-,-,-,5.8,9.1,4.4,13.3,4.3,12.3,4.2,0,4,3.9,8.5,,6.4,83.2
260,Kenneth Gainwell,RB,PHI,11.2,2.8,0.6,8.7,2,2.5,BYE,2.1,12.8,2.2,0,11.6,8.3,1,3.4,9.8,3.7,,5.2,82.7
260,Nick Westbrook-Ikhine,WR,TEN,2.3,2.3,7,-,9.2,BYE,0,0,0,28.9,4.8,9.8,1.4,11.3,0,4.3,1.4,,5.5,82.7
262,Treylon Burks,WR,TEN,8.5,8.7,3.1,3.8,-,BYE,-,-,-,5.4,18.1,11,9.5,-,-,1.5,12.6,,8.2,82.2
263,J.K. Dobbins,RB,BAL,-,-,6,22.3,4.4,1.5,-,-,-,BYE,-,-,-,18,13.8,5.9,9.3,,10.2,81.2
264,Quez Watkins,WR,PHI,0,14.9,0,0,4.9,0.7,BYE,0,4.5,10,11.1,12.5,8.7,5.9,5,2.9,0,,5.1,81.1
265,Chuba Hubbard,RB,CAR,0.3,-2,2.5,0,-,1.7,15.3,-,-,1.4,4.5,6.5,BYE,18.9,9.7,12.5,9.5,,6.2,80.8
266,Jauan Jennings,WR,SF,10.2,1.4,1.5,4.2,6.5,3.8,4.4,-,BYE,8,0,16.9,5.4,1.5,6.1,4.1,6.6,,5.4,80.6
267,Kendrick Bourne,WR,NE,5.1,3.6,9.8,5.8,1,2.7,-,0,4.2,BYE,1.8,5.9,2.5,9.7,0,24.9,2.8,,5.3,79.8
268,Darren Waller,TE,NYG,11.9,17,5.2,5.4,-,-,-,0,BYE,-,-,-,-,-,13.8,9.8,16.2,,9.9,79.3
269,Mitch Trubisky,QB,PIT,12.7,12.4,15,2.5,-,10.3,-,-,BYE,-,-,-,-,12,14.1,-,-,,11.3,78.9
270,Terrace Marshall Jr.,WR,CAR,-,-,-,-,7,0,5.1,12.7,14.3,5.3,10.6,1.8,BYE,2.8,8.1,7.5,3.5,,6.6,78.7
271,Randall Cobb,WR,NYJ,3.4,6.7,7.7,7.2,16.9,1.8,-,-,-,BYE,13.3,9.9,0,-,6.2,1.5,4,,6.6,78.6
272,Dontrell Hilliard,RB,FA,21.9,-,5.4,5.8,12.3,-,0.4,10.5,1.8,1.8,8.8,4.9,3.6,0,-,-,-,,6.4,77.2
273,DeVante Parker,WR,NE,1.9,0,20.6,10.4,0,10.4,9.8,0,-,BYE,3.9,12,3.6,4.4,-,-,-,,6.4,77
274,Las Vegas Raiders,DST,LV,0,3,3,11,2,BYE,10,0,2,3,6,6,8,7,11,6,-2,,4.8,76
275,Kyle Pitts,TE,ATL,3.9,3.9,13.7,3.5,-,10.9,3.9,19,4.7,4.8,7.3,-,-,BYE,-,-,-,,7.6,75.6
276,Nelson Agholor,WR,BAL,3.8,23,4.1,7.6,0,-,0,1.2,-,BYE,3.8,18.5,3.7,8.2,1.3,0,0,,5.4,75.2
277,Daniel Bellinger,TE,NYG,-,8.6,8,5.3,10.4,14.8,2.3,-,BYE,-,-,-,7.4,4.9,1.4,4.7,7.2,,6.8,75
278,Randy Bullock,K,NYG,9,1,7,7,3,-,14,5,6,5,-,0,4,2,2,2,7,,4.9,74
279,Logan Thomas,TE,WAS,7.5,12.7,2.5,6.9,-,-,-,-,0,3.2,11.5,1.7,5,BYE,1.6,9.5,11.6,,6.1,73.7
280,Darrell Henderson Jr.,RB,FA,12.3,10.7,1.7,6.9,7,13.2,-,5,5.6,10.2,0.9,-,-,-,-,-,-,,7.4,73.5
281,Isaiah Likely,TE,BAL,0,8.3,1.8,-,2.7,5,2.6,19.7,9.4,BYE,1.1,-,7,-,3.8,1.4,10.2,,5.6,73
282,Jelani Woods,TE,IND,-,-,15.3,4.3,0,10.7,1.4,-,1.2,-,-,17.8,4.8,BYE,4.6,7.3,4.9,,6.6,72.3
283,Deshaun Watson,QB,CLE,-,-,-,-,-,-,-,-,BYE,-,-,-,6.3,17.3,12.6,12.8,21.9,,14.2,71
284,Laviska Shenault Jr.,WR,CAR,-,-,17,0,-,-,1.8,7.6,0.6,14.9,4.7,4.1,BYE,7.8,0,8.3,4,,5.9,70.8
285,Jamal Agnew,WR,JAC,2.2,0.1,2.7,21,0.3,3.4,-,-,0,3.4,BYE,14.7,4.3,7.4,8.4,1.8,0.8,,5,70.5
286,Julio Jones,WR,PHI,11.6,-,-,1.7,-,-,BYE,10.1,4.8,14.3,-,8.5,5.8,8.8,-,1.5,3.3,,7,70.4
287,Rex Burkhead,RB,FA,12,2.9,7,14.9,4.8,-,6.9,1.2,2.5,5,-,1.5,-,1.2,3.7,2.7,4,,5,70.3
288,Matthew Wright,K,CAR,-,-,-,12,8,-,-,-,-,8,13,13,16,-,-,-,-,,11.7,70
288,JaMycal Hasty,RB,NE,-,-,0,4.2,0.6,12.2,0.6,4,2.1,1.3,-,20.5,-,1.3,2.5,3.1,17.6,,5.4,70
290,Van Jefferson,WR,ATL,-,-,-,-,-,-,-,-,0,11.7,7.1,11.9,5.9,12.4,5.2,4.9,10.7,,7.8,69.8
291,Chase Edmonds,RB,TB,10.5,5.1,15.7,10,0.1,5.1,1.7,1.4,-,1.9,0.6,-,-,-,-,7.3,10.3,,5.8,69.7
292,Alexander Mattison,RB,MIN,3.6,4.4,11.4,8.8,7,0.3,BYE,10,1.1,2.9,1.8,1.1,9.8,-0.1,0.1,1.7,5.5,,4.3,69.4
293,Nyheim Hines,RB,BUF,11.4,7.7,8,2.3,1.8,-,9.3,12.9,0,1.9,-0.8,0.3,2.8,1.7,8,2.1,-,,4.6,69.4
294,Noah Gray,TE,KC,2,3.2,3.6,6.1,1.7,4.3,2,BYE,7.5,10,3.5,3.6,2.5,7.5,6.1,1.8,2.2,,4.2,67.6
295,Deon Jackson,RB,NYG,-,-0.3,-,-,13.1,28.1,0.3,-0.4,5.6,-,5,-,0.6,-,10.6,3.9,1,,6.1,67.5
296,Tyquan Thornton,WR,NE,-,-,-,-,2.7,21.3,2.9,2.3,1.5,BYE,1.5,-,5.1,6.8,3.1,1.8,15,,5.8,64
297,Brock Wright,TE,DET,-,3.5,-,0,-,BYE,9.7,1.6,0,7.2,4,2.6,4.5,0,12.1,2.1,16.3,,4.9,63.6
298,Equanimeous St. Brown,WR,CHI,8.8,5.9,7.3,0.9,4.4,0.1,8.8,1.6,0,0.9,4.4,1.7,11.6,BYE,3,-,4,,4.2,63.4
299,Colby Parkinson,TE,SEA,12.3,-,6.4,4.8,-,3.1,3.8,1.5,2.6,1.7,BYE,-,2.2,2,0,7.5,14.6,,4.8,62.5
300,Shi Smith,WR,KC,2.2,1.2,4.2,0,10.9,0,0,0,3,2.7,4.6,0,-,9.7,3.4,2.7,17,,3.9,61.6
301,Joshua Kelley,RB,LAC,5.5,3.5,2.3,1.5,16.2,-,-,BYE,-,-,-,4,3,4.5,10.1,5.2,5.6,,5.6,61.4
302,Dante Pettis,WR,FA,12.1,0,0,0,0,18.4,4.1,5.8,2.2,2.7,0,2.2,2.4,-,2.3,9.1,0,,3.8,61.3
303,Kylen Granson,TE,IND,5.2,3.4,2.7,10.2,2.6,7.8,1.6,4.1,0,9.7,2.6,-,5.9,BYE,5.4,-,-,,4.7,61.2
304,Trenton Irwin,WR,CIN,-,-,-,-,-,-,-,4.7,3.5,BYE,13.2,2.6,2.2,13.8,1.5,19.5,-,,7.6,61
305,Mike White,QB,MIA,-,-,-,-,-,-,-,-,-,-,BYE,24.8,19.5,10.7,-,-,5.6,,15.1,60.6
306,Jarvis Landry,WR,FA,18.4,6.5,4.2,4.7,-,-,-,-,-,6.7,12.3,4,3.4,-,0,-,-,,6.7,60.2
307,Hunter Renfrow,WR,LV,5.1,10.9,-,-,6.5,BYE,8.5,1.6,5.6,-,-,-,-,-,2.4,14.2,4.9,,6.6,59.7
308,Cooper Rush,QB,DAL,2.6,13.6,12.4,17.6,4,8.2,-,-,BYE,-,1.2,-,-,-,-,-,-,,8.5,59.6
309,Chicago Bears,DST,CHI,10,5,6,6,4,7,10,-1,-1,2,4,0,-1,BYE,7,3,-2,,3.7,59
310,Ray-Ray McCloud III,WR,SF,3,2.6,2.1,1.6,0,0,16.5,2.1,BYE,4.3,0,2.2,0,2.8,2.6,13.1,5.2,,3.6,58.1
311,Harrison Bryant,TE,CLE,3.8,7.5,-,5.8,0,4.8,3.5,-,BYE,10.5,8.1,2.9,2.4,1.8,2.7,-,3.9,,4.4,57.7
311,Gus Edwards,RB,BAL,-,-,-,-,-,-,18.6,6.5,-,BYE,-,9.2,1.2,6.6,5.5,9.9,0.2,,7.2,57.7
313,Braxton Berrios,WR,MIA,8.7,2.2,-0.2,5.7,8.4,9.6,7.2,0,1.6,-,0,2.3,2.9,3.5,2.4,0,3.4,,3.6,57.7
314,Zonovan Knight,RB,DET,-,-,-,-,-,BYE,-,-,-,-,-,13.3,16.8,15.7,2.3,2.3,6.4,,9.5,56.8
315,Kendall Hinton,WR,FA,-,3,3.7,5.9,-,1.8,2.4,-,-,10.2,8.7,9.8,2.1,8.8,-,-,0,,5.1,56.4
316,C.J. Uzomah,TE,NYJ,-,-,1.5,0,3.2,3.7,1.5,3.7,4.6,BYE,0,4.7,4.1,1.7,18.1,4,5.4,,4,56.2
317,J.D. McKissic,RB,FA,7.8,13.3,10,8.6,8.7,2,0.4,5,-,-,-,-,-,-,0,-,-,,6.2,55.8
318,Trey McBride,TE,ARI,-,-,-,5.4,-,0,0,0,-,1.7,5.4,1.1,BYE,5.8,9.5,4.7,20.8,,4.9,54.4
319,Rashod Bateman,WR,BAL,13.9,20.8,5.9,4.7,-,-,8.2,0,-,BYE,-,-,-,-,-,-,-,,8.9,53.5
320,Tyler Huntley,QB,BAL,-,-,-,-,-,-,-,-,-,BYE,-,-,16.6,6.6,6,13.2,10.6,,10.6,53
321,Robbie Chosen,WR,MIA,21.2,4.2,2.4,5.6,4.2,-,0,0,0.6,-,BYE,2.7,-,9,0,-,2.3,,4.4,52.2
322,Rashaad Penny,RB,PHI,8.7,1.5,7.9,28.7,5.4,-,BYE,-,-,-,-,-,-,-,-,-,-,,10.4,52.2
323,Ameer Abdullah,RB,LV,0,3.3,0,0,0,BYE,2.7,6.8,1.8,7.3,3.5,14.5,0.4,3.7,3.4,4.7,-,,3.5,52.1
324,Jonnu Smith,TE,ATL,6.3,0,6.5,-,-,8.1,1.4,4,5.1,-,8.5,-,2.6,0,4.4,5.1,-,,4.3,52
325,Phillip Dorsett II,WR,DEN,0,-,2.5,0,0,-,12.5,1.6,9.9,4.2,0,1.5,3.8,3.8,0,7.5,4.4,,3.4,51.7
326,Wan'Dale Robinson,WR,NYG,1.5,-,-,-,-,12.7,11,3.5,BYE,3.5,19.4,-,-,-,-,-,-,,8.6,51.6
327,Tutu Atwell,WR,LAR,0,-,0,-,6.4,0.9,BYE,-,-,-,13.2,4.3,9.1,9.5,1.6,3.4,3,,4.7,51.4
328,Tre'Quan Smith,WR,DEN,-,-,14.5,2.8,2,13.3,10.9,0,5.9,0,-,1.8,-,-,-,-,-,,5.7,51.2
329,Tommy Tremble,TE,CAR,1.1,-,1.7,6.4,0,-,9.9,3.7,7.1,0,0,1.2,BYE,0,4,3.8,12.3,,3.7,51.2
330,Michael Thomas,WR,NO,22.7,18.5,9.9,-,-,-,-,-,-,-,-,-,-,BYE,-,-,-,,17,51.1
331,Damiere Byrd,WR,HOU,-,-,-,0,0,BYE,14.5,15.7,0,8.8,4.9,-,2.2,-,0,2.5,2.2,,4.6,50.8
332,Justin Watson,WR,KC,0,13,0,0,2,0,7.4,BYE,5.7,2.2,9.7,4.6,2.5,0,0,0,3.7,,3.2,50.8
332,Irv Smith Jr.,TE,CIN,0,14.6,5.2,5.3,8.2,10.7,-,6.8,-,BYE,-,-,-,-,-,-,-,,7.3,50.8
334,Mark Ingram II,RB,FA,1.3,6.1,7.8,7.3,3.6,6.7,5.2,1.2,-,-,-,1,9.9,-,-,-,-,,5,50.1
335,Kyle Juszczyk,RB,SF,0,6.1,3.4,5.4,4.7,7.3,6.4,-,BYE,-,0.4,2.2,10.2,2.7,-,-,0.9,,4.1,49.7
336,Jameis Winston,QB,NO,21.7,10.6,16.6,-,-,-,-,-,-,-,-,-,-,BYE,-,-,-,,16.3,48.9
337,Matt Breida,RB,NYG,2.4,-0.4,0.3,1.8,4.7,3.1,4.3,2.5,BYE,2,9.9,2.5,1.4,3.5,2.2,0.9,7.7,,3.1,48.8
337,Justin Jackson,RB,FA,-,0,0,8.7,1.4,-,0.2,0,2.7,4.8,8.7,2.9,5.3,10.1,4.1,-0.1,-,,3.5,48.8
339,Jake Ferguson,TE,DAL,-,-,3.3,1.7,-,14,1.7,7.1,BYE,-,3.5,8.7,1.9,-,-,3.4,1.7,,4.7,47
340,Mo Alie-Cox,TE,IND,4.6,1.9,1.9,26.5,1.7,-,-,0,3.3,-,2.4,3.4,-0.4,BYE,0,1.2,0,,3.6,46.5
341,Joe Flacco,QB,CLE,15.4,26.9,5.4,-,-,-,-,-,BYE,-,-,-,-,-2,-,-,-,,11.4,45.7
342,David Bell,WR,CLE,-,1.6,1.6,5.5,1.6,2.3,1.7,4.7,BYE,5.4,6.2,6.3,0,5.7,-,2.8,0,,3.2,45.4
343,Caleb Huntley,RB,FA,-,0.3,-,11.6,3.4,5.9,2.2,9.1,3.4,3.2,1.6,2.3,1.7,-,0.2,-,-,,3.7,44.9
