"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"21","Benjamin Watson (FA)","35","46","400","11.4","32","7","2","0","0","0","0","16","87.0","5.4","2.8%"
"22","Gerald Everett (LAC)","33","50","320","9.7","40","6","3","2","16","0","0","16","86.6","5.4","41.6%"
"23","Jesse James (FA)","30","39","423","14.1","51","15","2","0","0","0","0","16","84.3","5.3","0.0%"
"24","Ian Thomas (CAR)","36","49","333","9.3","31","5","2","0","0","0","0","16","81.3","5.1","0.0%"
"25","Greg Olsen (FA)","27","38","291","10.8","23","2","4","0","0","0","0","9","80.1","8.9","7.0%"
"26","Vernon Davis (FA)","25","36","367","14.7","53","14","2","0","0","0","0","14","75.7","5.4","1.6%"
"27","Blake Jarwin (FA)","27","36","307","11.4","39","5","3","0","0","0","0","16","75.7","4.7","4.0%"
"28","Antonio Gates (FA)","28","45","333","11.9","27","5","2","0","0","0","1","16","75.3","4.7","0.2%"
"29","Ricky Seals-Jones (FA)","34","69","343","10.1","40","9","1","0","0","0","0","15","74.3","5.0","0.0%"
"30","Nick Vannett (LAC)","29","43","269","9.3","32","2","3","0","0","0","0","15","73.9","4.9","0.0%"
"31","Jeff Heuerman (FA)","31","48","281","9.1","36","3","2","0","0","0","0","11","71.1","6.5","0.0%"
"32","Jordan Thomas (FA)","20","27","215","10.8","39","3","4","0","0","0","0","16","65.5","4.1","0.0%"
"33","Tyler Higbee (LAR)","24","34","292","12.2","36","5","2","0","0","0","0","16","65.2","4.1","37.9%"
"34","Jonnu Smith (ATL)","20","30","258","12.9","61","6","3","0","0","0","0","13","63.8","4.9","14.7%"
"35","Jack Doyle (FA)","26","33","245","9.4","20","1","2","0","0","0","1","6","60.5","10.1","2.0%"
"36","Rhett Ellison (FA)","25","34","272","10.9","29","2","1","0","0","0","0","14","60.2","4.3","0.0%"
"37","Geoff Swaim (ARI)","26","32","242","9.3","43","6","1","0","0","0","0","9","56.2","6.2","0.0%"
"38","Matt LaCosse (FA)","24","37","250","10.4","44","3","1","0","0","0","0","15","55.0","3.7","0.0%"
"39","Ryan Griffin (FA)","24","43","305","12.7","47","6","0","0","0","0","0","14","54.5","3.9","0.0%"
"40","Levine Toilolo (FA)","21","24","263","12.5","39","3","1","0","0","0","0","16","53.3","3.3","0.0%"
"41","Jason Croom (FA)","22","35","259","11.8","26","5","1","0","0","0","2","15","49.9","3.3","0.0%"
"42","Anthony Firkser (DET)","19","20","225","11.8","28","3","1","0","0","0","0","12","47.5","4.0","0.0%"
"43","Demetrius Harris (FA)","12","25","164","13.7","35","3","3","0","0","0","0","15","46.4","3.1","0.0%"
"44","Virgil Green (FA)","19","27","210","11.1","26","5","1","0","0","0","0","16","46.0","2.9","0.0%"
"45","James O'Shaughnessy (FA)","24","38","214","8.9","17","0","0","0","0","0","0","14","45.4","3.2","0.0%"
"46","Ed Dickson (FA)","12","13","143","11.9","42","4","3","1","9","0","0","10","45.2","4.5","0.0%"
"47","Nick Boyle (FA)","23","37","213","9.3","25","1","0","0","0","0","0","16","44.3","2.8","0.0%"
"48","Luke Stocker (FA)","15","21","165","11.0","31","3","2","1","0","0","0","16","43.5","2.7","0.0%"
"49","Lance Kendricks (FA)","19","25","170","8.9","22","2","1","0","0","0","0","16","42.0","2.6","0.0%"
"50","Darren Fells (FA)","11","12","117","10.6","49","3","3","0","0","0","0","16","40.7","2.5","0.0%"
"51","Josh Hill (FA)","16","24","185","11.6","23","4","1","0","0","0","0","16","40.5","2.5","0.0%"
"52","Mike Gesicki (NE)","22","32","202","9.2","27","1","0","0","0","0","1","16","40.2","2.5","3.4%"
"53","Jordan Akins (CLE)","17","25","225","13.2","28","3","0","0","0","0","0","16","39.5","2.5","0.1%"
"54","Tyler Eifert (FA)","15","19","179","11.9","29","2","1","0","0","0","0","4","38.9","9.7","0.0%"
"55","Charles Clay (FA)","21","36","184","8.8","21","2","0","0","0","0","1","13","37.4","2.9","0.0%"
"56","Maxx Williams (FA)","16","17","143","8.9","25","3","1","3","8","0","0","13","37.1","2.9","0.0%"
"57","Michael Roberts (FA)","9","20","100","11.1","29","1","3","0","0","0","0","8","37.0","4.6","0.0%"
"58","Will Dissly (SEA)","8","14","156","19.5","66","7","2","0","0","0","0","4","35.6","8.9","0.2%"
"59","Hayden Hurst (CAR)","13","23","163","12.5","32","4","1","1","0","0","0","12","35.3","2.9","2.6%"
"60","Lee Smith (FA)","10","11","73","7.3","30","2","3","0","0","0","0","16","35.3","2.2","0.0%"
"61","Erik Swoope (FA)","8","10","87","10.9","26","1","3","0","0","0","0","7","34.7","5.0","0.0%"
"62","Dan Arnold (FA)","12","19","150","12.5","25","4","1","0","0","0","0","10","33.0","3.3","0.0%"
"63","Mo Alie-Cox (IND)","7","14","133","19.0","34","5","2","0","0","0","0","9","32.3","3.6","0.1%"
"64","Jordan Leggett (FA)","14","25","114","8.1","16","0","1","0","0","0","0","15","31.4","2.1","0.0%"
"65","Garrett Celek (FA)","5","8","90","18.0","41","4","2","0","0","0","0","15","26.0","1.7","0.0%"
"66","Austin Seferian-Jenkins (FA)","11","19","90","8.2","21","1","1","0","0","0","0","5","26.0","5.2","0.0%"
"67","MyCole Pruitt (ATL)","9","11","102","11.3","27","1","1","0","0","0","0","15","25.2","1.7","0.0%"
"68","Logan Paulsen (FA)","9","9","91","10.1","19","0","1","0","0","0","0","15","24.1","1.6","0.0%"
"69","Dalton Schultz (HOU)","12","17","116","9.7","17","0","0","0","0","0","0","11","23.6","2.1","79.8%"
"70","Scott Simonson (FA)","9","14","86","9.6","24","1","1","0","0","0","0","16","23.6","1.5","0.0%"
"71","Nick O'Leary (FA)","8","10","86","10.8","19","0","1","0","0","0","0","12","22.6","1.9","0.0%"
"72","Luke Willson (FA)","13","19","87","6.7","13","0","0","0","0","0","0","14","21.7","1.6","0.0%"
"73","Logan Thomas (WAS)","12","17","77","6.4","24","1","0","0","0","0","0","12","20.3","1.7","37.3%"
"74","Derek Carrier (FA)","7","12","67","9.6","23","1","1","0","0","0","0","16","19.7","1.2","0.0%"
"75","Niles Paul (FA)","10","13","98","9.8","22","1","0","1","-3","0","0","6","19.5","3.3","0.0%"
"76","Seth DeValve (FA)","5","7","74","14.8","26","2","1","0","0","0","0","13","18.4","1.4","0.0%"
"77","Adam Shaheen (FA)","5","6","48","9.6","23","1","1","0","0","0","0","6","17.8","3.0","0.0%"
"78","Robert Tonyan (CHI)","4","6","77","19.3","54","4","1","0","0","0","0","16","17.7","1.1","0.2%"
"79","Jake Butt (FA)","8","13","85","10.6","22","2","0","0","0","0","0","3","16.5","5.5","0.1%"
"80","Jermaine Gresham (FA)","9","12","94","10.4","26","1","0","0","0","0","1","13","16.4","1.3","0.0%"
"81","Darren Waller (NYG)","6","6","75","12.5","44","3","0","1","21","0","0","4","15.6","3.9","70.9%"
"82","Eric Tomlinson (IND)","8","14","72","9.0","24","1","0","0","0","0","0","15","15.2","1.0","0.0%"
"83","Jeremy Sprinkle (FA)","5","9","41","8.2","15","0","1","0","0","0","0","16","15.1","0.9","0.0%"
"84","Blake Bell (KC)","8","11","67","8.4","16","0","0","0","0","0","0","10","14.7","1.5","0.1%"
"85","A.J. Derby (FA)","3","5","48","16.0","19","0","1","0","0","0","0","4","13.8","3.5","0.0%"
"86","Chris Manhertz (DEN)","2","5","52","26.0","50","4","1","0","0","0","0","16","13.2","0.8","0.0%"
"87","Tyler Conklin (NYJ)","5","7","77","15.4","33","3","0","0","0","0","0","16","12.7","0.8","17.4%"
"88","Xavier Grimble (FA)","6","8","86","14.3","23","2","0","0","0","0","1","16","12.6","0.8","0.0%"
"89","David Grinnage (FA)","6","8","61","10.2","24","1","0","0","0","0","0","4","12.1","3.0","0.0%"
"90","Antony Auclair (FA)","7","8","48","6.9","12","0","0","0","0","0","0","16","11.8","0.7","0.0%"
"91","Joshua Perkins (FA)","5","11","67","13.4","30","2","0","0","0","0","0","9","11.7","1.3","0.0%"
"92","Durham Smythe (MIA)","6","11","50","8.3","21","1","0","0","0","0","0","15","11.0","0.7","0.8%"
"93","Neal Sterling (FA)","6","8","47","7.8","12","0","0","0","0","0","0","5","10.7","2.1","0.0%"
"94","Matt Lengel (FA)","3","8","17","5.7","9","0","1","0","0","0","0","11","10.7","1.0","0.0%"
"95","Eric Saubert (HOU)","5","9","48","9.6","17","0","0","0","0","0","0","16","9.8","0.6","0.0%"
"96","Jacob Hollister (FA)","4","5","52","13.0","23","1","0","0","0","0","0","8","9.2","1.2","0.0%"
"97","Delanie Walker (FA)","4","7","52","13.0","16","0","0","0","0","0","0","1","9.2","9.2","0.1%"
"98","David Morgan II (FA)","5","6","36","7.2","13","0","0","0","0","0","0","11","8.6","0.8","0.0%"
"99","Brian Parker (FA)","5","10","33","6.6","11","0","0","0","0","0","0","13","8.3","0.6","0.0%"
"100","Tyler Kroft (MIA)","4","6","36","9.0","16","0","0","0","0","0","0","5","7.6","1.5","0.1%"
"101","Rico Gathers (FA)","3","7","45","15.0","32","2","0","0","0","0","0","15","7.5","0.5","0.0%"
"102","Ben Braunecker (FA)","3","5","42","14.0","20","1","0","0","0","0","0","15","7.2","0.5","0.0%"
"103","Marcedes Lewis (CHI)","3","4","39","13.0","30","2","0","0","0","0","0","16","6.9","0.4","0.0%"
"104","John Phillips (FA)","3","3","38","12.7","24","1","0","0","0","0","0","8","6.8","0.9","0.0%"
"105","Jordan Franks (FA)","2","3","37","18.5","32","2","0","0","0","0","0","6","5.7","1.0","0.0%"
"106","Dwayne Allen (FA)","3","4","27","9.0","21","1","0","0","0","0","0","13","5.7","0.4","0.0%"
"107","Orson Charles (FA)","3","5","23","7.7","9","0","0","0","0","0","0","13","5.3","0.4","0.0%"
"108","Ross Dwelley (SF)","2","2","14","7.0","8","0","0","0","0","0","0","11","3.4","0.3","0.0%"
"109","Sean Culkin (FA)","1","1","24","24.0","24","1","0","0","0","0","0","13","3.4","0.3","0.0%"
"110","Tyrone Swoopes (FA)","1","1","23","23.0","23","1","0","0","0","0","0","1","3.3","3.3","0.0%"
"111","Hakeem Valles (FA)","2","3","11","5.5","6","0","0","0","0","0","0","3","3.1","1.0","0.0%"
"112","Dion Sims (FA)","2","4","9","4.5","9","0","0","0","0","0","0","8","2.9","0.4","0.0%"
"113","Alan Cross (FA)","2","5","9","4.5","6","0","0","0","0","0","0","14","2.9","0.2","0.0%"
"114","Matt Flanagan (FA)","1","2","14","14.0","14","0","0","0","0","0","0","3","2.4","0.8","0.0%"
"115","Richard Rodgers (FA)","1","1","7","7.0","7","0","0","0","0","0","0","7","1.7","0.2","0.0%"
"116","Johnny Mundt (MIN)","1","1","5","5.0","5","0","0","0","0","0","0","10","1.5","0.2","4.9%"
"117","Khari Lee (FA)","1","1","5","5.0","5","0","0","0","0","0","0","2","1.5","0.8","0.0%"
"118","Jordan Matthews (CAR)","20","28","300","15.0","56","8","2","0","0","0","0","14","0.0","0.0","0.0%"
"119","Kelvin Benjamin (FA)","25","67","380","15.2","40","11","1","0","0","0","0","15","0.0","0.0","0.1%"
"120","Clark Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"121","Taysom Hill (NO)","3","7","4","1.3","5","0","0","37","196","2","1","16","0.0","0.0","54.3%"
"122","Shane Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.1%"
"123","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"124","Cole Wick (FA)","0","1","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"125","Mitchell Loewen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Mason Schreck (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"127","Darrell Daniels (FA)","0","2","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"128","Garrett Dickerson (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"129","James Looney (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"130","Deon Yelder (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"131","Donnie Ernsberger (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"132","Alex Ellis (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"133","Devin Funchess (FA)","44","79","549","12.5","27","8","4","0","0","0","0","14","0.0","0.0","0.0%"
"134","Jerome Cunningham (FA)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"135","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","12","0.0","0.0","0.0%"
"136","Clive Walford (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","Ben Koyack (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"138","Jake Fisher (FA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"139","Ryan Hewitt (FA)","1","2","1","1.0","1","0","1","0","0","0","0","12","0.0","0.0","0.0%"
"140","Kevin McDermott (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"141","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"142","Bronson Kaufusi (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"143","Tyler Ott (BAL)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"144","Temarrick Hemingway (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"145","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"146","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"147","Gabe Holmes (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"148","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.2%"
"149","Daniel Brown (FA)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
""
""
