#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
351,Josh Johnson,QB,BAL,-,-,-,-,-,-,-,0.7,25.5,-,-,2,-,-,-,20.2,-,,12.1,48.3
352,Chris Carson,RB,FA,12.7,15.1,16.2,4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,,12,48.1
353,Tajae Sharpe,WR,FA,-,1.8,1.6,3.5,9.3,-,3.8,10.8,2.2,1,4.1,4.2,4,1.7,0,-,-,,3.7,48
354,Albert Wilson,WR,FA,0,6,-,2.1,-,3.4,-,-,2.1,14.6,4.5,6.7,6.6,-,2,-,-,,4.8,48
355,Jimmy Graham,TE,NO,2.1,-,0,-,-,BYE,-,-,3.8,-,4.5,11.4,9.1,2.9,2.3,11,0,,4.7,47.1
356,Lil'Jordan Humphrey,WR,DEN,-,3.7,-,-,-,-,0,-,-,-,7.4,7.7,12.9,-,-,10,4.6,,6.6,46.3
357,Riley Patterson,K,FA,-,-,-,-,-,-,-,-,-,-,-,2,13,4,14,10,3,,7.7,46
358,Josiah Deguara,TE,GB,-,-,1.4,0,-,1.4,0,4,3.6,2.9,11.7,3.3,BYE,7.4,4.6,2.5,3.1,,3.5,45.9
359,Carlos Hyde,RB,FA,7.8,0.7,4.4,-,1.3,0,-,13.2,6.3,1.4,0,1.6,7.3,1.8,-,-,-,,3.8,45.8
360,Ashton Dulin,WR,IND,0,2,-0.7,2.7,3.3,1.7,2,0,4.3,2.6,0,13.2,7.2,BYE,3.9,3.3,0,,2.8,45.5
361,Juwan Johnson,TE,NO,17.1,3.3,0,10,0,BYE,1.8,0,-,5.6,-,-,3.7,2.5,0,-,1.4,,3.8,45.4
362,JaMycal Hasty,RB,NE,8.8,9.9,-,-,-,-,4.6,5.3,4.3,-,-,-,0,4,0.6,5.9,1.6,,4.5,45
362,Rodrigo Blankenship,K,FA,4,12,11,10,8,-,-,-,-,-,-,-,-,-,-,-,-,,9,45
364,Malik Turner,WR,FA,-,-,-,-,-,0,-,-,20.3,1.7,2.1,-,2,-,1.6,17.2,-,,6.4,44.9
365,Cyril Grayson Jr.,WR,FA,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12.5,20.1,,14.9,44.6
366,Marcedes Lewis,TE,CHI,2.9,-,-,1.7,5.4,3.7,6.1,0,0.9,3,-,2.4,-,9.1,7,2.2,-,,3.7,44.4
367,Chris Moore,WR,TEN,-,-,0,-,21.9,5.4,-,3.6,1.4,-,2,0.6,BYE,-,0,8,-,,4.8,42.9
368,Matt Breida,RB,NYG,0.4,-,-,-,-,-,-,-,-,18,7.7,13.5,1.8,1.2,0.1,-,-,,6.1,42.7
369,Colt McCoy,QB,FA,-,-,-,-0.2,-,-0.3,-0.1,-,16.3,1.2,22.9,-,-,0,2.5,-,-,,5.3,42.3
370,Brian Johnson,K,FA,-,-,-,-,0,-,7,12,9,3,-,-,6,0,5,-,-,,5.3,42
370,Austin Seibert,K,NYJ,6,6,-,-,12,3,15,0,-,-,-,-,-,-,-,-,-,,7,42
372,Jordan Akins,TE,CLE,0,2.7,7.2,-0.3,3.7,8.1,3.3,10.3,0.7,-,-,-,BYE,1.6,4.4,0,-,,3.5,41.7
373,Dare Ogunbowale,RB,HOU,0,-,-,0.3,2.9,0,-,2.8,1.5,BYE,-,0,0,2.5,1.6,15.2,14.8,,3.5,41.6
374,Ty'Son Williams,RB,FA,18.4,11.3,2.2,-,4.1,-,5.4,-,0,-,-,0.1,-,-,-,-,-,,5.9,41.5
375,Phillip Lindsay,RB,FA,8.5,9.4,0.5,-0.1,1.9,7.4,0.8,0.8,2.8,-,-0.3,4.2,-,-,-,3.6,1.9,,3.2,41.4
376,Maxx Williams,TE,FA,0,16.4,4.9,17.6,2.4,-,-,-,-,-,-,-,-,-,-,-,-,,8.3,41.3
377,John Ross,WR,FA,-,-,-,16.7,2.3,0,4.7,9.2,-,-,1.6,4.8,0,1.7,-,-,-,,4.6,41
378,Mike Glennon,QB,FA,-,-,-,-,10,-,-,-,-,-,-,-,6.5,19.3,1,7.8,-3.7,,6.8,40.9
379,Demetric Felton Jr.,RB,CIN,0,13.1,3.3,3.2,0,3.4,6.4,2.7,3.2,BYE,0.2,0,-,0,4.6,0,-,,2.9,40.1
379,Isaiah Ford,WR,FA,-,-,-,-,1.3,0,8,0,-,12.4,-,2.1,7.2,-,8.1,-,1,,4.5,40.1
381,Duke Johnson Jr.,RB,FA,-,-,-,-,-,-,-,-,-,-,1.8,-,-,-,25.7,3.9,8.5,,10,39.9
382,Jakeem Grant Sr.,WR,CLE,0,-1,0,-1.7,0,0,0,0,-2,-,2.7,4.5,17.2,18.1,1.7,-,0,,2.6,39.5
383,Salvon Ahmed,RB,MIA,4.8,1.7,-,3.3,4.1,4.7,7.2,3.8,0.6,2.5,-,3.6,2.3,BYE,-,-,-,,3.5,38.6
384,Kendall Hinton,WR,FA,-,2.5,-,2.3,10.5,8.7,3.5,0,5,-,-,0,1.7,-,0,-,4.3,,3.5,38.5
384,Stephen Anderson,TE,LAC,1.1,2.9,-,4.4,0,0.9,BYE,0,13.9,0,-,3.8,0,2.1,2.2,5.4,1.8,,2.8,38.5
386,Pharaoh Brown,TE,NE,10.7,0,0,1.6,4.2,2.8,4.1,-,-,-,3,0,4.3,BYE,2.5,3,1.9,,2.9,38.1
387,Tyler Kroft,TE,MIA,5.6,1.8,3.2,0,-,-,-,10,5.8,-,-,-,-,BYE,5.5,5.9,-,,4.7,37.8
388,Ian Thomas,TE,CAR,2.7,1.7,-,4.5,8,5.1,0,2,1.9,-,1.7,0,BYE,0,1.5,1.4,6.3,,2.6,36.8
389,Danny Amendola,WR,FA,14.4,1.9,-,-,-,-,4.7,2.3,7.9,-,0,5.3,-,-,-,-,-,,5.2,36.5
390,James Proche II,WR,CLE,-,-,3.9,12.4,3.5,0,0,-,-,-,-,-,BYE,-,1.8,14.6,-,,5.2,36.2
391,Elijhaa Penny,RB,FA,0,0.5,0.6,-,0.4,8.6,2.4,2.6,4.7,-,-,0,-,10.1,0,6,-,,3,35.9
392,Craig Reynolds,RB,DET,-,-,-,-,-,-,-,-,BYE,-,-,-,-,11.9,12.7,8.1,2.3,,8.8,35
393,JuJu Smith-Schuster,WR,NE,9.2,16.4,5.5,3.1,0.6,-,-,-,-,-,-,-,-,BYE,-,-,-,,7,34.8
394,Royce Freeman,RB,LAR,-,-,3.5,1.2,1.8,0.3,2.9,2.5,-,-,BYE,-,3.1,12.6,0.8,3.4,2.5,,3.1,34.6
395,Noah Brown,WR,HOU,-,-,1.9,0,6.6,6.7,-,1.7,0,2.8,0,11.3,3.4,-,-,-,-,,3.4,34.4
395,DJ Chark Jr.,WR,CAR,17.6,2.9,13.9,-,-,-,-,-,-,-,-,-,BYE,-,-,-,-,,11.5,34.4
397,Chris Evans,RB,CIN,-,2.4,4.6,-,3.5,15.7,-,-,2.1,BYE,1.7,3.8,-,-,-,0.1,-,,4.2,33.9
398,O.J. Howard,TE,FA,-,3.1,2.1,0,3.9,16.9,1.9,3.6,-,0,2,-,-,-,0,0,-,,3,33.5
399,Greg Ward,WR,PHI,-,0,8.5,8.5,0,-,-,0,0,-,-,0,-,BYE,10.8,-,5.5,,3.7,33.3
400,Eddy Pineiro,K,CAR,-,-,-,-,-,-,-,-,-,-,-,-,BYE,10,6,9,8,,8.3,33
401,Terrace Marshall Jr.,WR,CAR,5.6,4.7,8.8,1.2,3.4,1.9,-,-,0,2,0,-,BYE,-,0,1.6,3.6,,2.7,32.8
402,Mohamed Sanu Sr.,WR,FA,1.7,0,6.6,7.5,3.9,-,2.6,8.9,1.5,-,-,-,-,-,-,-,-,,4.1,32.7
403,Eric Ebron,TE,FA,2.9,0,0,2.8,3,9.1,-,-,-,3.3,11.4,-,-,-,-,-,-,,4.1,32.5
404,Parris Campbell,WR,NYG,3.4,-,2.9,4.2,9.6,12.1,-,-,-,BYE,-,-,-,-,-,-,-,,6.4,32.2
405,Drew Lock,QB,SEA,-,-,-,3.5,-,-,-,-,BYE,-,-,0,-,-,5.3,7.1,15.9,,6.4,31.9
406,C.J. Ham,RB,MIN,2.9,-,0.2,0.1,2.5,3,BYE,3.3,3.7,4.3,0,2.6,2.9,-,1.3,3.3,1.1,,2.2,31.2
407,James White,RB,FA,12.1,18.5,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,10.4,31.2
408,Blake Jarwin,TE,FA,5,6.7,3.4,8.8,0,7.1,-,0,-,-,-,-,-,-,-,-,-,,4.4,31
409,Anthony Schwartz,WR,MIA,11.6,0,0,0,0,2.8,4,0,2.5,0,-,-,-,BYE,-,9.9,0,,2.6,30.8
410,KhaDarel Hodge,WR,ATL,-,-,1.9,2.3,4.7,2.9,1.3,0,-,0,-,0,1.9,0,-,3.1,12.6,,2.6,30.7
411,Tim Boyle,QB,HOU,-,-,-,-,-,-,-,-,-,BYE,1.1,-,-,-,-,10.5,18.9,,10.1,30.4
412,Le'Veon Bell,RB,FA,-,-,-,1.1,-,7.8,1.4,-,10.8,0.1,-,-,-,-,-,-0.1,8.5,,4.2,29.6
413,Tristan Vizcaino,K,FA,8,10,4,4,3,0,-,-,-,-,-,-,-,-,-,-,-,,4.8,29
414,Ty Montgomery II,RB,FA,1.5,1.3,0,7.9,0,-,0.4,1.4,-,0.2,-,9.5,7,-,0,0,-0.4,,2.2,28.8
415,N'Keal Harry,WR,MIN,-,-,-,2,1.9,-,3.8,5,-,3.6,3.4,-,-2,-,7.2,3.5,-,,3.2,28.4
416,Trey Sermon,RB,IND,-,0.8,11.4,8.9,0.7,-,-,-,-,0,6.5,-,-,BYE,-,-,-,,4.7,28.3
417,Dee Eskridge,WR,SEA,3.8,-,-,-,-,-,-,-,BYE,0.6,-,3,12.5,0,0,3.7,4.7,,3.5,28.3
418,Dyami Brown,WR,WAS,0.8,6.4,-0.4,2.9,-,6,-,-,BYE,-,-,-,1.6,0,0,7.3,3.5,,2.8,28.1
419,Zach Gentry,TE,LV,0.8,-,-,2,2.3,-,-,6.9,-,-,-,2,3,-,2.7,7.1,1,,3.1,27.8
420,Adrian Peterson,RB,FA,-,-,-,-,-,-,-,-,9.6,3,6.4,-,7.6,-,-,-,-,,6.7,26.6
421,Nick Vannett,TE,LAC,-,-,-,-,-,-,BYE,-,-,-,3,8.1,7.8,7.4,0,0,-,,4.4,26.3
422,Jermar Jefferson,RB,DET,-,-,-,-,-,-,-,12.9,BYE,10.1,-,0,1.8,-,0.9,-,-,,5.1,25.7
423,Dante Pettis,WR,FA,-,-,-,-,-,9.8,15.5,0,-,-,-,-,-,-,-,-,-,,8.4,25.3
424,Cooper Rush,QB,DAL,-,-,-,-,-,-,BYE,18.2,-,0.1,-,-,-,-,-,6.8,-,,8.4,25.1
425,Marcus Johnson,WR,FA,-,-,-,-,8.2,0,0.5,1.8,-0.7,15,0,-,-,-,-,-,-,,3.5,24.8
426,Alec Ingold,RB,MIA,6.2,0,7.1,-,-,0,4,-,5.8,1.5,-,-,-,BYE,-,-,-,,3.5,24.6
427,Ke'Shawn Vaughn,RB,NE,-,-,-,-,-,-,2.7,-,-,-,0.4,-,-,BYE,1.9,13,6.5,,4.9,24.5
428,Ben Skowronek,WR,LAR,-,-,0,-,0,0,0,6,-,1.8,BYE,-,4.5,0,8.2,0,3.8,,2.2,24.3
429,Breshad Perriman,WR,FA,-,-,-,-,-,-,-,-,-,-,3.6,-,1.5,12.8,-,-,6.1,,6,24
430,Joe Flacco,QB,CLE,-,-,-,-,-,-,-,-,-,5.9,17.9,-,BYE,-,-,-,-,,11.9,23.8
431,Adam Shaheen,TE,FA,-,0,0,0,3.5,-,6.3,1.8,2.1,6.4,2.9,-,-,-,-,-,-,,2.6,23
432,Brock Wright,TE,DET,-,-,-,-,-,-,0,-,BYE,1.2,2.2,-,10.8,5,0,3.4,-,,3.2,22.6
432,Kene Nwangwu,RB,MIN,-,-,-,-,-,-,BYE,-,6.9,0,0,6.7,2.4,-,3.3,3.3,0,,2.8,22.6
434,Malcolm Brown,RB,FA,1.6,2.1,9.1,3.7,-,4.1,1.9,-,-,-,-,-,-,-,-,-,-,,3.8,22.5
435,Aldrick Rosas,K,FA,9,1,4,3,-,-,-,-,-,-,5,-,-,-,-,-,-,,4.4,22
436,Jerick McKinnon,RB,KC,-,2.4,-,0,3.5,2.5,3.7,-,5.6,4.2,0,BYE,-,-,-,-,-,,2.7,21.9
437,Jody Fortson,TE,KC,-,2.1,8.7,7.2,-,3.7,-,-,-,-,-,BYE,-,-,-,-,-,,5.4,21.7
438,Kylen Granson,TE,IND,-,-,-,1.3,3.9,-,0,1,3.7,2.5,1.8,4.2,1.6,BYE,-,1.6,-,,2.2,21.6
439,Lee Smith,TE,FA,-,1.9,9.7,-,6,-,1.7,0,-,-,0,0,0,2.2,0,-,-,,2.2,21.5
439,Collin Johnson,WR,CHI,-,-,10.1,0,0,4.1,1.7,3,-,BYE,0,-,-,-,2.6,-,-,,2.7,21.5
441,Trent Sherfield,WR,BUF,10.3,1.9,-,0,-,-,1.9,-,-,-,0,1.5,3.6,0,0,0,2.2,,1.9,21.4
442,Denzel Mims,WR,PIT,5,-,-,-,5.3,-,1.6,5,3,-,-,-,1.4,0,0,0,-,,2.4,21.3
443,Patrick Ricard,RB,BAL,3.5,0.2,0,1.4,-,-,-,BYE,12.5,-,0.2,1,1.9,-,-,-,-,,2.6,20.7
444,Trinity Benson,WR,FA,4.9,3.4,0,3.2,0,-,-,-,-,3.7,-,-,-,-,-,-,5.1,,2.9,20.3
445,Kristian Wilkerson,WR,LV,-,-,-,-,-,-,-,BYE,-,-,-,-,-,-,-,-,20.2,,20.2,20.2
446,Tony Jones Jr.,RB,ARI,6.3,0.7,4.2,1.5,-,-,-,-,-,-,0.2,2.7,-,3.9,-,0.6,-0.2,,2.2,19.9
447,Tommy Sweeney,TE,FA,-,-,2.2,-,1.1,7.1,-,6,3,-,0,-,-,-,0,-,-,,2.8,19.4
448,Mason Rudolph,QB,PIT,-,-,-,-,-,-,BYE,-,-,16.3,-,-,-,-,-,3.1,-,,9.7,19.4
449,Gardner Minshew II,QB,IND,-,-,-,-,-,-,-,0.4,-,-,-,-,18.8,BYE,-,-,-,,9.6,19.2
449,Jesse James,TE,FA,-,-,0,-,-,-,5,12.8,-,-,-,0,-,-,-,-,1.4,,3.8,19.2
451,Chris Manhertz,TE,DEN,9.2,0,0,1.7,-,2.1,-,-,1.9,0,BYE,2.1,-,-,2.1,-,0,,1.9,19.1
452,Austin Walter,RB,LV,-,-,-,-,-,-,-,BYE,-,-,-,9.8,3.1,-,1.2,-,4.9,,4.8,19
453,Kenny Stills,WR,FA,-,-,2.7,0,3.8,-,0,-,11,-,-,-,0,-,-,1.4,-,,2.7,18.9
454,Blake Bell,TE,KC,1.5,3,1.6,-,1.4,-,-,0,0,0.3,1.8,BYE,-,-,0.3,2.1,6.7,,1.7,18.7
454,Eric Saubert,TE,HOU,1.7,1.7,0,0,-,5.3,1.3,-,1.6,0,-,7.1,-,-,-,-,0,,1.9,18.7
456,Jalen Richard,RB,FA,-,-,-,-,1.4,1.3,5.5,-,3.8,1.3,-,-,-,-,0,1.9,3.3,,2.3,18.5
456,J.J. Taylor,RB,HOU,-,0.3,2.5,-1,-,-,15.6,-,-,1.1,-,-,-,-,-,-,-,,3.7,18.5
458,Eno Benjamin,RB,NO,-,-,-,-,0,BYE,0.7,-,9.9,2.2,3,-,2.3,-,-,-,0.3,,2.6,18.4
459,Phillip Dorsett II,WR,DEN,-,-,0,-,-,1.3,-,-,-,-,BYE,-,-,1.9,6.3,8.5,-,,3.6,18
459,Ryan Santoso,K,FA,7,-,5,2,-,-,-,-,-,4,-,-,-,-,-,-,-,,4.5,18
459,Jeff Smith,WR,ARI,0,4.5,2.3,-,-,-,-,1.9,7,-,-,BYE,0,-,-,0,2.3,,2.3,18
459,Godwin Igwebuike,RB,PIT,0,-,-,-,-,-,BYE,-,-,11.6,0.6,1.1,3.1,0.5,1.1,0,0,,2,18
463,Drew Sample,TE,CIN,-,-,0,-,2.9,0,-,-,6.6,BYE,1.3,-,-,2.4,1.2,2.9,0,,1.9,17.3
464,Joshua Kelley,RB,LAC,-,-,-,-,1.7,0.7,BYE,-,2,0.6,-,4,-,4.8,0.1,3.1,-,,2.1,17
465,Nick Foles,QB,FA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.8,-,,16.8,16.8
465,Dede Westbrook,WR,FA,2.1,0,0,2.7,4.8,3.3,-,-,0,0,1.7,0,0.8,0,-,0,1.4,,1.2,16.8
467,P.J. Walker,QB,CLE,-,-,-,-,-,-,2.6,-0.1,-,6.3,-,2.5,BYE,5.5,-,-,-,,3.4,16.8
468,Noah Gray,TE,KC,-,-,1.5,0,-,-,1.4,-,-,7.1,1.8,BYE,-,-,-,3.2,1.6,,2.4,16.6
469,Keith Smith,RB,ATL,6.1,0.3,0,0.2,0,BYE,1.6,-,-,0.5,2.9,3.6,1.2,-,-,0,0,,1.4,16.4
470,Jonathan Williams,RB,WAS,-,-,-,-,-,-,-,-,BYE,-,-,-,-,10.5,0.5,2.1,3.1,,4.1,16.2
471,Case Keenum,QB,HOU,-,-,0,-,-,0.2,12.7,-,-,3.2,-,-,-,-,-,-,-,,4,16.1
471,Jacob Hollister,TE,FA,-,-,3.5,1.5,7.1,0,-,-,-,-,-,-,-,-,0,4,-,,2.7,16.1
471,Jesper Horsted,TE,LV,-,-,-,-,7.2,0,0,BYE,-,-,-,-,-,-,8.9,-,-,,4,16.1
471,Shi Smith,WR,KC,-,-,-,-,-,4,-0.3,0.8,-,-,-,BYE,-,-,-,11.6,0,,3.2,16.1
475,Equanimeous St. Brown,WR,CHI,-,1,-,0,0,0,1.3,3.2,-,BYE,7.4,1.7,-,0,-,-1,2.4,,1.5,16
476,Dez Fitzpatrick,WR,PIT,-,-,-,-,-,-,BYE,-,-,1,12.5,2.4,-,-,-,-,-,,5.3,15.9
477,Larry Rountree III,RB,FA,2.7,0.8,0.3,3.1,0,-,-,1.1,0.1,7,0.5,-,-,-,0,-,-,,1.6,15.6
478,Dax Milne,WR,WAS,-,-,-,-,1.6,0,3.6,3.2,BYE,2.2,1.5,-,-,-,0.8,2.4,0.1,,1.7,15.4
479,Ross Dwelley,TE,SF,-,-,-,9.1,4.5,BYE,1.5,-,-,0,-,-,-,-,-,-,-,,3.8,15.1
480,Lirim Hajrullahu,K,FA,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,6,4,,5,15
481,Jordan Love,QB,GB,0.7,-0.3,-,-,-,-,-,-,12.9,-,-0.1,-,BYE,-,-,-,1.7,,3,14.9
482,Michael Burton,RB,DEN,0.2,2.1,-,0.5,0.2,0,-,-,-,-,BYE,-,0.3,0.3,10.7,0.2,0.2,,1.5,14.7
483,Josh Oliver,TE,MIN,0,1.9,1.6,0,3.3,1.2,4.9,-,-,0,-,-,0,1.6,-,-,-,,1.5,14.5
483,Anthony Miller,WR,KC,-,-,12,1.3,-,-,-,-,-,-,-,1.2,-,-,-,-,-,,4.8,14.5
485,Josh Gordon,WR,FA,-,-,-,-,2.1,-,0,0,0,-,1.7,-,-,8.9,-,0,1.5,,1.8,14.2
486,Chris Hogan,WR,FA,8,2.6,0,3.5,0,-,-,-,-,-,-,-,-,-,-,-,-,,2.8,14.1
487,Chris Herndon IV,TE,FA,0,-,-,-,0,7.2,-,1.7,-,2.4,-,-,-,2.7,-,-,-,,2.3,14
488,Antony Auclair,TE,FA,-,-,-,-,8.1,-,-,-,4.3,-,-,-,-,1.6,-,-,-,,4.7,14
489,Preston Williams,WR,FA,-,1.2,-,-,9.7,-,1.5,-,-,0,0,1.4,-,-,-,-,-,,2.3,13.8
490,Wayne Gallman Jr.,RB,FA,0,-,-,2.9,0.2,-,0.2,0,-,8.6,-0.3,1.9,-,-,-,0,-,,1.5,13.5
491,Elliott Fry,K,FA,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,,6.5,13
491,Dominik Eberle,K,FA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,,13,13
493,Sean Mannion,QB,SEA,-,-,-,-,-,-,-,-,BYE,-,-,-,-,-,-,-,13,,13,13
494,Marlon Mack,RB,ARI,-,1.6,-,3.3,6.4,1.2,0.4,0,-,-,-,BYE,-,-,-,-,-,,2.2,12.9
495,Penny Hart,WR,FA,0,-,1.7,-,3.9,2.2,0,0,-,0,0,-,0.9,2.6,-,0,1.6,,1.1,12.9
496,Auden Tate,WR,FA,-,-,2.4,2.8,0,7.7,-,-,-,-,-,-,-,-,-,-,-,,3.2,12.9
497,Sean McKeon,TE,DAL,-,-,-,-,-,-,BYE,-,0,3.5,1.2,8,-,-,-,0,-,,2.5,12.7
498,Luke Farrell,TE,JAC,-,1.6,0.9,1.7,2.3,3.1,BYE,1.3,0,-,-,-,-,-,-,-,1.7,,1.6,12.6
499,Marcus Mariota,QB,PHI,3.1,-,-,-,-,-,0.4,-,0.6,-,-,6.4,-,BYE,0.3,-,1.6,,2.1,12.4
500,KJ Hamler,WR,BUF,7.1,1.5,3.8,-,-,-,BYE,-,-,-,-,-,-,-,-,-,-,,4.1,12.4
501,Brian Hoyer,QB,LV,-,-,-,-,-,-,2.9,BYE,-0.3,7.2,-,-0.1,-,-,-,-,2.6,,2.5,12.3
502,Andy Janovich,RB,FA,0,6,-,2,-,-,-,-,0,-,-,-,-,1.3,-,2.6,-,,2,11.9
503,Qadree Ollison,RB,FA,-,-,-,-,-,-,-,-,-,-,5.4,-,2.5,0.3,1.7,-,1.9,,2.4,11.8
504,Jaelon Darden,WR,CLE,-,-,1,-,-,-,1.1,4.1,-,3.9,1.3,0,BYE,0,0,-,-,,1.4,11.4
505,Cameron Batson,WR,FA,-,-,2.3,7.2,1.5,0,-,-,-,-,-,-,-,-,-,-,-,,2.8,11
505,Chris Blewitt,K,FA,-,-,-,-,-,-,5,6,-,-,-,-,-,-,-,-,-,,5.5,11
507,Corey Clement,RB,FA,0,-,0,-,-,-,-,-,0,3.5,0,-,0,5.6,0,1.8,0,,1.1,10.9
508,Benny Snell Jr.,RB,FA,0,0.1,-,0,2,0,-,1.7,0.6,0.4,0.7,0.5,1.3,-0.2,0,3.6,0.2,,0.7,10.9
509,Chris Myarick,TE,FA,-,-,-,-,-,0,-,-,-,-,0,9.1,-,0,-,1.6,-,,2.1,10.7
510,Tre' McKitty,TE,BUF,-,-,-,-,-,-,BYE,-,-,-,1.7,0,-,-,1.4,2.2,5.2,,2.1,10.5
511,Ja'Marcus Bradley,WR,FA,-,-,-,-,-,-,-,-,-,-,6.6,3.8,-,-,-,-,0,,3.5,10.4
512,Andre Roberts,WR,FA,0,2.5,0,0,0,0,-,0,0.9,0,0.4,0,0,0,0.6,-,6,,0.7,10.4
513,Charlie Woerner,TE,SF,-,-,-,-,1.4,BYE,5,1.7,-,-,-,2.1,0,0,0,-,0,,1.3,10.2
513,Mike Thomas,WR,FA,1.5,-,2.9,1,-,-,-,-,2.6,-,2.2,0,-,-,-,-,-,,1.7,10.2
515,Dezmon Patmon,WR,FA,-,-,-,-,-,-,-,-,1.7,-,0,-,-,-,-,8.4,0,,2.5,10.1
516,Nick Mullens,QB,MIN,-,-,-,-,-,-,BYE,-,-,-,-,-,-,-,9.9,-,-,,9.9,9.9
517,Rodney Smith,RB,FA,-,-,-,9.8,-,-,-,-,-,-,-,-,-,-,-,-,-,,9.8,9.8
517,Curtis Samuel,WR,WAS,-,-,-,5.9,0.8,-,-,-,BYE,-,-,2.3,0.8,0,-,-,-,,2,9.8
519,C.J. Board,WR,FA,1.6,0.6,4.8,0,2.7,0,-,-,-,-,-,-,-,-,-,-,-,,1.6,9.7
520,Ihmir Smith-Marsette,WR,CAR,0,0,0,-,-,-,-,1.6,-,-,-,-,BYE,-,7.7,-,-,,1.9,9.3
520,Parker Hesse,TE,ATL,-,0,-,-,-,BYE,-,-,-,-,1.5,1.7,-,-,-,-,6.1,,2.3,9.3
522,Alex Armah Jr.,RB,WAS,-,0,0.5,0.2,-,-,0.2,7.1,1.2,-,0,-,0,-,0,-,-,,1,9.2
522,Johnny Stanton IV,RB,FA,-,-,-,-,-,1.6,7.6,-,-,0,-,-,-,-,-,-,-,,3.1,9.2
522,Juwann Winfree,WR,IND,-,-,-,-,-,-,-,7,-,-,-,-,-,BYE,0,0,2.2,,2.3,9.2
525,Deon Jackson,RB,NYG,-,-,-,-,-,-,-,-,-,0,1.2,-,7.9,-,-,0,0,,1.8,9.1
526,Mitch Trubisky,QB,PIT,-,-0.2,1.9,7.3,-,-,BYE,-,-,-,-0.2,-,-,-,-,-,-,,2.2,8.8
527,Wendell Smallwood,RB,FA,-,-,-,-,-,-,-,-,-,-,-,-,4.5,-,-,-,4.2,,4.4,8.7
528,William Fuller V,WR,FA,-,-,7,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,,4.3,8.6
528,Jason Moore Jr.,WR,FA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.6,-,,8.6,8.6
530,Alex Erickson,WR,LAC,0,0,3.5,0,0,2.7,0,0,0,0,0,2.3,-,0,0,0,0,,0.5,8.5
530,Jonathan Ward,RB,TEN,0,-,-,-,0,1.4,0.7,0,-,-,-,-,BYE,-,2.5,0.3,3.6,,1.1,8.5
532,Jakob Johnson,RB,LV,-,-,-,0,-,-,5.2,1.2,-,-,0,-,-,-,0,1.9,0,,1.2,8.3
532,Cody White,WR,SEA,-,-,3.7,-,0,-,-,-,0,0,-,-,0,-,-,4.6,-,,1.4,8.3
532,Darren Fells,TE,FA,1.2,-,5.5,-,-,-,1.6,-,-,-,-,-,-,-,-,-,-,,2.8,8.3
535,Amari Rodgers,WR,FA,2.9,0,0,0,0,2.4,0,2.8,0,0,0,0,-,0,0,0,-,,0.5,8.1
536,Garrett Griffin,TE,FA,-,-,-,0,0,-,-,6,-,-,0,-,1.9,-,-,-,-,,1.6,7.9
537,Kyle Allen,QB,BUF,-,-,-,-,-,-,BYE,-,-,-,-,-,-,1.2,-,6.7,-,,4,7.9
538,Tom Kennedy,WR,DET,0,-,-,-,-,2.5,-,0,BYE,-,-,-,-,1.7,-,3.6,0,,1.3,7.8
539,Willie Snead IV,WR,SF,0,2.4,-,2.5,1.3,0,-,-,1.6,-,-,-,-,-,0,-,-,,1.1,7.8
540,Garrett Gilbert,QB,FA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.8,-,-,,7.8,7.8
541,Kendall Blanton,TE,FA,-,-,-,-,-,-,-,-,-,1.2,-,-,1.6,4.9,0,-,-,,1.9,7.7
541,Mike Boone,RB,CAR,-,-,-,-,-,1.3,-,-,0,-,-,-,6.4,-,-,-,-,,2.6,7.7
543,Pharoh Cooper,WR,FA,-,-,-,-,-,-,-,-,0,-,0,1.9,4.1,1.6,0,0,0,,1,7.6
544,Tyler Davis,TE,GB,-,-,-,-,0,0,0,-,-,1.4,-,-,BYE,0,3.2,-,2.9,,1.1,7.5
545,Cody Hollister,WR,FA,-,-,-,-,-,-,-,-,-,-,-,4.2,-,1.6,1.5,-,-,,2.4,7.3
546,Scott Miller,WR,ATL,-,0,3.1,-,-,BYE,-,-,-,-,-,0,-,-,3.8,0,-,,1.4,6.9
547,D.J. Montgomery,WR,IND,-,-,-,-,-,-,-,-,-,-,-,-,-,6.6,-,0,-,,3.3,6.6
548,Christian Blake,WR,FA,-,1.8,0,0,3.2,-,-,-,0,0,-,-,-,-,0,1.5,0,,0.7,6.5
548,Trevon Wesco,TE,TEN,-,-,-,0,0,-,0,-,3.6,0,-,0,BYE,-,2.9,0,-,,0.8,6.5
550,Shane Zylstra,TE,DET,-,-,-,-,-,-,-,-,BYE,-,-,-,-,3.8,2.6,0,-,,2.1,6.4
