"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"44","Durham Smythe (MIA)","26","29","208","8.0","19","0","2","0","0","0","0","15","58.8","3.9","0.8%"
"45","James O'Shaughnessy (FA)","28","38","262","9.4","26","3","0","0","0","0","0","15","54.2","3.6","0.0%"
"46","Greg Olsen (FA)","24","37","239","10.0","22","3","1","0","0","0","0","11","53.9","4.9","7.0%"
"47","David Njoku (CLE)","19","29","213","11.2","28","4","2","0","0","0","0","13","52.3","4.0","93.3%"
"48","Ross Dwelley (SF)","19","24","245","12.9","36","4","1","0","0","0","0","16","49.5","3.1","0.0%"
"49","Adam Shaheen (FA)","12","22","150","12.5","43","4","3","0","0","0","0","16","45.0","2.8","0.0%"
"50","Tyler Conklin (NYJ)","19","26","194","10.2","30","3","1","0","0","0","0","16","44.4","2.8","17.4%"
"51","Donald Parham Jr. (LAC)","10","20","159","15.9","26","4","3","0","0","0","0","13","43.9","3.4","2.0%"
"52","Pharaoh Brown (NE)","14","16","163","11.6","29","2","2","0","0","0","0","13","42.3","3.3","0.0%"
"53","Tyler Kroft (MIA)","12","16","119","9.9","38","2","3","0","0","0","0","10","41.9","4.2","0.1%"
"54","Ian Thomas (CAR)","20","31","145","7.3","21","1","1","0","0","0","0","16","40.5","2.5","0.0%"
"55","Jesse James (FA)","14","22","129","9.2","31","3","2","0","0","0","0","16","38.9","2.4","0.0%"
"56","Marcedes Lewis (CHI)","10","17","107","10.7","36","2","3","0","0","0","0","15","38.7","2.6","0.0%"
"57","Adam Trautman (DEN)","15","16","171","11.4","41","4","1","0","0","0","0","15","38.1","2.5","0.4%"
"58","O.J. Howard (FA)","11","19","146","13.3","33","3","2","0","0","0","0","4","37.6","9.4","0.0%"
"59","Nick Boyle (FA)","14","17","113","8.1","21","1","2","0","0","0","0","9","37.3","4.1","0.0%"
"60","Foster Moreau (NO)","7","9","140","20.0","47","7","2","0","0","0","0","16","33.0","2.1","0.1%"
"61","Jason Witten (FA)","13","17","69","5.3","15","0","2","0","0","0","0","16","31.9","2.0","0.0%"
"62","Ryan Izzo (FA)","13","20","199","15.3","50","6","0","0","0","0","1","12","30.9","2.6","0.0%"
"63","Nick Vannett (LAC)","14","21","95","6.8","19","0","1","0","0","0","0","15","29.5","2.0","0.0%"
"64","Jace Sternberger (FA)","12","15","114","9.5","27","2","1","0","0","0","0","12","29.4","2.5","0.0%"
"65","Kaden Smith (FA)","18","21","112","6.2","16","0","0","0","0","0","0","15","29.2","1.9","0.0%"
"66","Albert Okwuegbunam (PHI)","11","15","121","11.0","27","1","1","0","0","0","0","4","29.1","7.3","0.1%"
"67","Vance McDonald (FA)","15","20","99","6.6","15","0","0","0","0","0","0","14","24.9","1.8","0.0%"
"68","Maxx Williams (FA)","8","10","102","12.8","42","4","1","0","0","0","0","9","24.2","2.7","0.0%"
"69","Geoff Swaim (ARI)","9","12","83","9.2","16","0","1","0","0","0","0","10","23.3","2.3","0.0%"
"70","Darrell Daniels (FA)","8","11","92","11.5","31","3","1","0","0","0","0","12","23.2","1.9","0.0%"
"71","C.J. Uzomah (NYJ)","8","11","87","10.9","23","1","1","0","0","0","0","2","22.7","11.4","0.1%"
"72","Blake Bell (KC)","11","15","110","10.0","24","1","0","1","2","0","0","16","22.2","1.4","0.1%"
"73","Troy Fumagalli (MIN)","8","15","80","10.0","29","1","1","0","0","0","0","8","22.0","2.8","0.0%"
"74","MyCole Pruitt (ATL)","5","8","49","9.8","22","1","2","0","0","0","0","11","21.9","2.0","0.0%"
"75","Lee Smith (FA)","4","6","35","8.8","27","1","2","0","0","0","0","10","19.5","2.0","0.0%"
"76","Josh Hill (FA)","8","10","46","5.8","16","0","1","0","0","0","0","14","18.6","1.3","0.0%"
"77","Stephen Anderson (LAC)","8","11","106","13.3","23","1","0","0","0","0","0","16","18.6","1.2","0.0%"
"78","Ryan Griffin (FA)","9","12","86","9.6","23","1","0","0","0","0","0","15","17.6","1.2","0.0%"
"79","Virgil Green (FA)","3","6","50","16.7","26","1","1","0","0","0","0","6","14.0","2.3","0.0%"
"80","Luke Stocker (FA)","7","11","63","9.0","25","1","0","0","0","0","0","16","13.3","0.8","0.0%"
"81","Devin Asiasi (TEN)","2","7","39","19.5","26","1","1","0","0","0","0","8","11.9","1.5","0.0%"
"82","Demetrius Harris (FA)","7","14","45","6.4","9","0","0","0","0","0","0","15","11.5","0.8","0.0%"
"83","Chris Manhertz (DEN)","6","8","52","8.7","17","0","0","0","0","0","0","16","11.2","0.7","0.0%"
"84","Deon Yelder (FA)","7","11","36","5.1","12","0","0","0","0","0","0","14","10.6","0.8","0.0%"
"85","Dominique Dafney (FA)","2","2","26","13.0","13","0","1","0","0","0","0","5","10.6","2.1","0.0%"
"86","Nick Keizer (FA)","6","10","63","10.5","22","1","0","0","0","0","1","16","10.3","0.6","0.0%"
"87","Cethan Carter (FA)","5","7","53","10.6","24","2","0","0","0","0","0","15","10.3","0.7","0.0%"
"88","Levine Toilolo (FA)","5","6","46","9.2","14","0","0","0","0","0","0","16","9.6","0.6","0.0%"
"89","Johnny Mundt (MIN)","4","4","53","13.3","34","2","0","0","0","0","0","16","9.3","0.6","4.9%"
"90","Juwan Johnson (NO)","4","10","39","9.8","19","0","0","0","0","0","0","7","7.9","1.1","18.9%"
"91","Colin Thompson (FA)","1","2","7","7.0","7","0","1","0","0","0","0","15","7.7","0.5","0.0%"
"92","Jordan Thomas (FA)","1","2","3","3.0","3","0","1","0","0","0","0","6","7.3","1.2","0.0%"
"93","Jason Croom (FA)","1","1","3","3.0","3","0","1","0","0","0","0","4","7.3","1.8","0.0%"
"94","Tanner Hudson (CIN)","3","7","41","13.7","20","1","0","0","0","0","0","11","7.1","0.6","4.4%"
"95","Charlie Woerner (SF)","3","4","36","12.0","18","0","0","0","0","0","0","14","6.6","0.5","0.0%"
"96","Kahale Warring (FA)","3","7","35","11.7","23","1","0","0","0","0","0","7","6.5","0.9","0.0%"
"97","Jaeden Graham (FA)","3","5","25","8.3","11","0","0","0","0","0","0","16","5.5","0.3","0.0%"
"98","Hunter Bryant (FA)","1","3","44","44.0","44","3","0","0","0","0","0","5","5.4","1.1","0.0%"
"99","Daniel Brown (FA)","2","2","31","15.5","18","0","0","0","0","0","0","16","5.1","0.3","0.0%"
"100","Dalton Keene (HOU)","3","5","16","5.3","8","0","0","0","0","0","0","6","4.6","0.8","0.0%"
"101","Eric Saubert (HOU)","3","4","16","5.3","9","0","0","0","0","0","0","8","4.6","0.6","0.0%"
"102","Stephen Carlson (CHI)","1","2","11","11.0","11","0","0","0","0","0","0","16","4.1","0.3","0.0%"
"103","Ben Ellefson (FA)","1","4","10","10.0","10","0","0","0","0","0","0","7","4.0","0.6","0.0%"
"104","Colby Parkinson (SEA)","2","2","16","8.0","10","0","0","0","0","0","0","6","3.6","0.6","0.1%"
"105","Jake Butt (FA)","2","4","5","2.5","5","0","0","0","0","0","0","5","2.5","0.5","0.1%"
"106","Derek Carrier (FA)","1","1","14","14.0","14","0","0","0","0","0","0","16","2.4","0.2","0.0%"
"107","Luke Willson (FA)","1","3","12","12.0","12","0","0","0","0","0","0","8","2.2","0.3","0.0%"
"108","Blake Jarwin (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","4.0%"
"109","Josiah Deguara (GB)","1","2","12","12.0","12","0","0","0","0","0","0","2","2.2","1.1","0.1%"
"110","Temarrick Hemingway (FA)","1","2","10","10.0","10","0","0","0","0","0","0","8","2.0","0.3","0.0%"
"111","Jeremy Sprinkle (FA)","1","3","6","6.0","6","0","0","0","0","0","0","16","1.6","0.1","0.0%"
"112","Brandon Dillon (FA)","1","1","6","6.0","6","0","0","0","0","0","0","3","1.6","0.5","0.0%"
"113","Trevon Wesco (TEN)","1","2","5","5.0","5","0","0","1","0","0","0","12","1.5","0.1","0.0%"
"114","Isaac Nauta (FA)","1","2","3","3.0","3","0","0","0","0","0","0","7","1.3","0.2","0.0%"
"115","Marcus Baugh (FA)","1","1","2","2.0","2","0","0","0","0","0","0","8","1.2","0.2","0.0%"
"116","Bruce Miller (FA)","1","2","2","2.0","2","0","0","0","0","0","0","8","1.2","0.2","0.0%"
"117","Chris Myarick (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"118","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"119","Antonio Gandy-Golden (FA)","1","7","3","3.0","3","0","0","1","22","0","0","6","0.0","0.0","0.0%"
"120","Matt Sokol (NE)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"121","Caleb Wilson (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"122","Zach Gentry (LV)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"123","Andrew Beck (HOU)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"124","Hale Hentges (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Nate Becker (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Jake Bargas (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Rashod Berry (IND)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"129","Noah Togiai (PHI)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"130","Lawrence Cager (NYG)","2","6","35","17.5","19","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"131","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"132","Tyler Davis (GB)","0","2","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"133","Tommy Stevens (FA)","0","0","0","0","0","0","0","4","24","0","0","1","0.0","0.0","0.0%"
"134","Reggie Gilliam (BUF)","2","2","16","8.0","15","0","1","0","0","0","0","14","0.0","0.0","0.0%"
"135","Farrod Green (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Daniel Helm (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"137","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"138","Clark Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"139","Garrett Griffin (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"140","Antony Auclair (FA)","0","1","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"141","Mason Schreck (FA)","0","1","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"142","Ricky Seals-Jones (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"143","Evan Baylis (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"144","Sean Culkin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","J.P. Holtz (FA)","0","1","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"146","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"147","Kevin Rader (TEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"148","Hakeem Butler (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"149","Taysom Hill (NO)","8","13","98","12.3","21","2","1","87","457","8","5","16","0.0","0.0","54.3%"
"150","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"151","Ross Travis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"152","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.2%"
"153","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"154","Tyler Ott (BAL)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"155","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"156","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"157","Seth DeValve (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"158","Eric Tomlinson (IND)","0","1","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
""
""
