"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"117","Kendrick Bourne (NE)","16","34","257","16.1","54","3","0","0","0","0","0","11","41.7","3.8","4.6%"
"118","Braxton Miller (FA)","19","29","162","8.5","57","1","1","1","1","0","0","11","41.3","3.8","0.0%"
"119","De'Anthony Thomas (FA)","14","16","143","10.2","57","2","2","1","4","0","0","16","40.7","2.5","0.0%"
"120","Laquon Treadwell (BAL)","20","35","200","10.0","25","2","0","0","0","0","0","16","40.0","2.5","0.0%"
"121","Eli Rogers (FA)","18","36","149","8.3","18","0","1","0","0","0","1","14","36.9","2.6","0.0%"
"122","Alex Erickson (LAC)","12","16","180","15.0","37","3","1","5","16","0","1","16","35.6","2.2","0.1%"
"123","Damiere Byrd (HOU)","10","17","105","10.5","31","2","2","1","12","0","0","8","33.7","4.2","0.0%"
"124","Brandon Marshall (FA)","18","33","154","8.6","18","0","0","0","0","0","0","5","33.4","6.7","2.6%"
"125","Curtis Samuel (WAS)","15","26","115","7.7","23","2","0","4","64","0","0","9","32.9","3.7","41.5%"
"126","Phillip Dorsett II (DEN)","12","18","194","16.2","39","4","0","1","7","0","0","15","32.1","2.1","0.0%"
"127","Chris Conley (SF)","11","16","175","15.9","35","3","0","0","0","0","0","5","28.5","5.7","0.0%"
"128","Kamar Aiken (FA)","15","44","133","8.9","21","1","0","0","0","0","0","15","28.3","1.9","0.0%"
"129","Josh Reynolds (DET)","11","24","104","9.5","28","1","1","0","0","0","0","16","27.4","1.7","10.5%"
"130","Jordan Taylor (FA)","13","20","142","10.9","30","2","0","0","0","0","0","10","27.2","2.7","0.0%"
"131","Tommylee Lewis (FA)","10","15","116","11.6","52","2","1","2","14","0","1","15","27.0","1.8","0.0%"
"132","Louis Murphy (FA)","8","17","121","15.1","40","2","1","0","0","0","0","7","26.1","3.7","0.0%"
"133","Tre McBride III (FA)","8","15","144","18.0","45","3","0","0","0","0","0","8","22.4","2.8","0.0%"
"134","Jaydon Mickens (IND)","6","11","77","12.8","41","1","2","0","0","0","2","10","21.7","2.2","0.0%"
"135","Brenton Bersin (FA)","8","14","128","16.0","27","2","0","0","0","0","0","8","20.8","2.6","0.0%"
"136","Mike Williams (LAC)","11","23","95","8.6","20","1","0","0","0","0","0","10","20.5","2.1","18.7%"
"137","Brandon Tate (FA)","6","14","81","13.5","24","2","1","0","0","0","0","13","20.1","1.5","0.0%"
"138","Josh Malone (FA)","6","17","63","10.5","25","1","1","2","2","0","0","11","18.5","1.7","0.0%"
"139","Chad Hansen (FA)","9","17","94","10.4","24","1","0","0","0","0","0","15","18.4","1.2","0.0%"
"140","Travis Rudolph (FA)","8","21","101","12.6","29","1","0","0","0","0","0","7","18.1","2.6","0.0%"
"141","Pharoh Cooper (FA)","11","19","84","7.6","26","1","0","1","6","0","1","16","18.0","1.1","0.0%"
"142","Michael Floyd (FA)","10","17","78","7.8","19","0","0","0","0","0","0","11","17.8","1.6","0.0%"
"143","Breshad Perriman (FA)","10","35","77","7.7","14","0","0","0","0","0","0","11","17.7","1.6","0.0%"
"144","Kasen Williams (FA)","9","18","84","9.3","14","0","0","0","0","0","0","7","17.4","2.5","0.0%"
"145","ArDarius Stewart (FA)","6","13","82","13.7","46","2","0","7","27","0","0","15","16.9","1.1","0.0%"
"146","Hunter Sharp (FA)","5","9","54","10.8","21","1","1","0","0","0","0","3","16.4","5.5","0.0%"
"147","Maurice Harris (FA)","4","6","62","15.5","36","1","1","0","0","0","0","6","16.2","2.7","0.0%"
"148","Darrius Heyward-Bey (FA)","2","3","47","23.5","44","1","0","2","32","1","0","16","15.9","1.0","0.0%"
"149","Kaelin Clay (FA)","6","20","85","14.2","28","1","0","3","27","0","1","13","15.2","1.2","0.0%"
"150","Willie Snead IV (SF)","8","16","92","11.5","26","2","0","0","0","0","1","11","15.2","1.4","0.0%"
"151","Amara Darboh (FA)","8","13","71","8.9","16","0","0","0","0","0","0","16","15.1","0.9","0.0%"
"152","Freddie Martino (FA)","5","6","96","19.2","39","1","0","0","0","0","0","8","14.6","1.8","0.1%"
"153","Mike Thomas (FA)","5","7","93","18.6","50","1","0","0","0","0","0","8","14.3","1.8","0.0%"
"154","Marvin Hall (FA)","2","9","60","30.0","40","2","1","0","0","0","0","8","14.0","1.8","0.0%"
"155","Leonte Carroo (FA)","7","14","69","9.9","21","1","0","0","0","0","0","14","13.9","1.0","0.0%"
"156","Brian Quick (FA)","6","8","76","12.7","31","1","0","0","0","0","0","11","13.6","1.2","0.0%"
"157","Chris Thompson (FA)","5","6","84","16.8","32","1","0","0","0","0","0","13","13.4","1.0","0.0%"
"158","Trevor Davis (FA)","5","7","70","14.0","29","2","0","2","13","0","0","16","13.3","0.8","0.0%"
"159","Sammie Coates (FA)","6","11","70","11.7","38","1","0","0","0","0","0","12","13.0","1.1","0.0%"
"160","Jaelen Strong (FA)","3","4","38","12.7","19","0","1","0","0","0","0","2","12.8","6.4","0.0%"
"161","Tanner McEvoy (FA)","5","9","113","22.6","53","2","0","0","0","0","1","15","12.3","0.8","0.0%"
"162","Justin Hunter (FA)","4","10","23","5.8","7","0","1","0","0","0","0","7","12.3","1.8","0.0%"
"163","Brittan Golden (FA)","5","9","70","14.0","29","2","0","0","0","0","0","13","12.0","0.9","0.0%"
"164","Bryce Treggs (FA)","5","18","79","15.8","20","1","0","1","6","0","1","6","11.5","1.9","0.0%"
"165","Bobo Wilson (FA)","1","1","18","18.0","18","0","1","3","8","0","0","3","9.6","3.2","0.1%"
"166","Chad Williams (FA)","3","7","31","10.3","15","0","0","2","33","0","0","6","9.4","1.6","0.0%"
"167","Ryan Switzer (FA)","6","7","41","6.8","12","0","0","4","5","0","1","16","8.6","0.5","0.0%"
"168","Markus Wheaton (FA)","3","17","51","17.0","22","2","0","0","0","0","0","11","8.1","0.7","0.0%"
"169","Michael Clark (FA)","4","14","41","10.3","19","0","0","0","0","0","0","2","8.1","4.1","0.0%"
"170","Marcus Johnson (FA)","5","8","45","9.0","16","0","0","0","0","0","1","10","7.5","0.8","0.0%"
"171","Jared Abbrederis (FA)","3","7","44","14.7","25","1","0","0","0","0","0","7","7.4","1.1","0.0%"
"172","Noah Brown (HOU)","4","9","33","8.3","14","0","0","0","0","0","0","13","7.3","0.6","43.0%"
"173","Quan Bray (FA)","3","4","39","13.0","22","1","0","0","0","0","0","9","6.9","0.8","0.0%"
"174","Tanner Gentry (FA)","3","6","35","11.7","15","0","0","0","0","0","0","4","6.5","1.6","0.0%"
"175","Griff Whalen (FA)","4","6","23","5.8","9","0","0","0","0","0","0","2","6.3","3.2","0.0%"
"176","Vince Mayle (FA)","0","1","0","0","0","0","0","2","2","1","0","16","6.2","0.4","0.0%"
"177","Bernard Reedy (FA)","2","2","21","10.5","15","0","0","3","17","0","0","11","5.8","0.5","0.0%"
"178","Chris Matthews (FA)","3","6","25","8.3","12","0","0","0","0","0","0","6","5.5","0.9","0.0%"
"179","JoJo Natson (FA)","2","5","18","9.0","19","0","0","1","15","0","0","7","5.3","0.8","0.0%"
"180","Jamal Agnew (JAC)","2","2","18","9.0","12","0","0","2","9","0","0","13","4.7","0.4","0.8%"
"181","Jehu Chesson (FA)","2","4","18","9.0","10","0","0","0","0","0","0","12","3.8","0.3","0.0%"
"182","Jordan Leslie (FA)","1","1","26","26.0","26","1","0","0","0","0","0","2","3.6","1.8","0.0%"
"183","DeAndrew White (FA)","1","7","24","24.0","24","1","0","0","0","0","0","2","3.4","1.7","0.0%"
"184","Darius Powe (FA)","2","4","13","6.5","8","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"185","Isaiah McKenzie (IND)","4","13","29","7.3","14","0","0","1","4","0","2","11","3.3","0.3","0.1%"
"186","Jeff Janis (FA)","2","5","12","6.0","12","0","0","0","0","0","0","16","3.2","0.2","0.0%"
"187","Shelton Gibson (FA)","2","3","11","5.5","6","0","0","0","0","0","0","5","3.1","0.6","0.0%"
"188","Allen Robinson II (PIT)","1","1","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","1.1%"
"189","Kevin White (FA)","2","4","6","3.0","6","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"190","Arrelious Benn (FA)","1","2","12","12.0","12","0","0","0","0","0","0","9","2.2","0.2","0.0%"
"191","Harry Douglas (FA)","1","3","8","8.0","8","0","0","0","0","0","0","2","1.8","0.9","0.0%"
"192","Cobi Hamilton (FA)","1","6","8","8.0","8","0","0","0","0","0","0","3","1.8","0.6","0.0%"
"193","Eric Weems (FA)","1","2","5","5.0","5","0","0","1","0","0","0","16","1.5","0.1","0.0%"
"194","Larry Pinkard (FA)","1","1","5","5.0","5","0","0","0","0","0","0","4","1.5","0.4","0.0%"
"195","Max McCaffrey (FA)","1","1","4","4.0","4","0","0","0","0","0","0","5","1.4","0.3","0.0%"
"196","Charone Peake (FA)","1","1","3","3.0","3","0","0","0","0","0","0","3","1.3","0.4","0.0%"
"197","Matt Hazel (FA)","1","1","1","1.0","1","0","0","0","0","0","0","4","1.1","0.3","0.0%"
"198","Andre Roberts (FA)","1","4","12","12.0","12","0","0","0","0","0","1","16","0.2","0.0","0.0%"
"199","Kalif Raymond (DET)","1","1","12","12.0","12","0","0","1","-1","0","1","8","0.1","0.0","1.3%"
"200","Nick Williams (FA)","3","4","30","10.0","14","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"201","Ryan Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"202","Anthony Johnson (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"203","James Wright (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"204","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"205","Dwayne Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"206","Lance Lenoir Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"207","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"208","David Moore (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"209","Brendan Langley (FA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"210","Marcus Kemp (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"211","Victor Bolden Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"212","Isaac Whitney (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"213","Bradley Marquez (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"214","Geremy Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"215","Ty Montgomery II (FA)","23","31","173","7.5","23","3","1","71","273","3","0","8","0.0","0.0","0.2%"
"216","Quincy Adeboyejo (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Marquis Bundy (FA)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Jace Billingsley (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"219","Andy Jones (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"220","Ed Eagan (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"221","K.J. Brent (FA)","0","1","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"222","Mose Frazier (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"223","Austin Carr (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"224","Stacy Coley (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"225","Krishawn Hogan (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"226","Robert Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"227","Cody Core (FA)","0","4","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"228","Rashawn Scott (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","John Ross (FA)","0","2","0","0","0","0","0","1","12","0","1","3","-0.8","-0.3","0.0%"
""
""
