"Rank","Player","Team","Bye","POS","ESPN","Sleeper","NFL","RTSports","FFC","AVG"
"30","Jonathan Taylor","IND","11","RB11","33","45","11","53","","35.5"
"31","Joe Mixon","CIN","7","RB12","37","36","42","29","","36.0"
"32","DeVonta Smith","PHI","10","WR15","69","27","27","23","","36.5"
"33","Kenneth Walker III","SEA","5","RB13","26","41","50","32","","37.3"
"34","Jahmyr Gibbs","DET","9","RB14","52","33","37","28","","37.5"
"35","T.J. Hockenson","MIN","13 ","TE3","21","47","47","36","","37.8"
"36","Lamar Jackson","BAL","13","QB4","20","32","35","65","","38.0"
"37","Deebo Samuel","SF","9","WR16","63","37","39","35","","43.5"
"38","Justin Herbert","LAC","5 ","QB5","36","46","44","49","","43.8"
"39","Calvin Ridley","JAC","9","WR17","93","34","36","15","","44.5"
"40","Tee Higgins","CIN","7","WR18","82","25","29","44","","45.0"
"41","Aaron Jones","GB","6","RB15","67","40","38","41","","46.5"
"42","Najee Harris","PIT","6","RB16","100","28","30","31","","47.3"
"43","DeAndre Hopkins","TEN","7","WR19","43","48","56","50","","49.3"
"44","DJ Moore","CHI","13","WR20","38","50","43","70","","50.3"
"45","Alvin Kamara","NO","11","RB17","14","63","68","57","","50.5"
"46","George Kittle","SF","9","TE4","46","43","46","74","","52.3"
"47","Nick Chubb","CLE","5 ","RB18","181","10","17","7","","53.8"
"48","D'Andre Swift","PHI","10","RB19","31","62","77","46","","54.0"
"49","Brandon Aiyuk","SF","9","WR21","40","64","84","30","","54.5"
"50","Joe Burrow","CIN","7 ","QB6","108","35","33","47","","55.8"
"51","Trevor Lawrence","JAC","9","QB7","78","53","49","55","","58.8"
"52","Amari Cooper","CLE","5","WR22","101","42","45","48","","59.0"
"53","Terry McLaurin","WAS","14","WR23","79","51","48","63","","60.3"
"54","Mike Evans","TB","5","WR24","23","75","81","68","","61.8"
"55","Isiah Pacheco","KC","10","RB20","32","73","75","71","","62.8"
"56","Miles Sanders","CAR","7","RB21","120","54","41","42","","64.3"
"57","Justin Fields","CHI","13","QB8","106","44","40","69","","64.8"
"58","Darren Waller","NYG","13","TE5","87","52","54","66","","64.8"
"59","Dameon Pierce","HOU","7","RB22","113","49","64","43","","67.3"
"60","Rachaad White","TB","5","RB23","62","77","83","52","","68.5"
"61","James Cook","BUF","13","RB24","65","82","95","39","","70.3"
"62","Tua Tagovailoa","MIA","10","QB9","56","92","72","62","","70.5"
"63","Michael Pittman Jr.","IND","11","WR25","74","68","92","51","","71.3"
"64","Dallas Goedert","PHI","10","TE6","84","58","58","85","","71.3"
"65","Alexander Mattison","MIN","13","RB25","88","57","94","56","","73.8"
"66","Christian Watson","GB","6","WR26","115","60","59","61","","73.8"
"67","Kyle Pitts","ATL","11","TE7","107","59","57","77","","75.0"
"68","David Montgomery","DET","9","RB26","49","83","109","60","","75.3"
"69","James Conner","ARI","14","RB27","116","65","73","54","","77.0"
"70","Chris Godwin","TB","5","WR27","94","61","86","67","","77.0"
"71","Javonte Williams","DEN","9","RB28","99","78","89","45","","77.8"
"72","San Francisco 49ers","DST","9","DST1","61","87","62","103","","78.3"
"73","Jerry Jeudy","DEN","9","WR28","125","72","60","59","","79.0"
"74","Evan Engram","JAC","9","TE8","77","76","67","99","","79.8"
"75","Christian Kirk","JAC","9 ","WR29","90","71","80","82","","80.8"
"76","Tyler Lockett","SEA","5","WR30","109","67","76","78","","82.5"
"77","Drake London","ATL","11","WR31","124","55","69","86","","83.5"
"78","Justin Tucker","BAL","13","K1","58","91","71","120","","85.0"
"79","Jordan Addison","MIN","13","WR32","86","85","102","76","","87.3"
"80","George Pickens","PIT","6","WR33","98","74","106","73","","87.8"
"81","Philadelphia Eagles","DST","10","DST2","83","96","65","114","","89.5"
"82","Dak Prescott","DAL","7","QB10","64","88","88","122","","90.5"
"83","Zay Flowers","BAL","13","WR34","50","100","143","72","","91.3"
"84","Marquise Brown","ARI","14 ","WR35","59","79","117","112","","91.8"
"85","Dallas Cowboys","DST","7","DST3","47","108","125","92","","93.0"
"86","David Njoku","CLE","5","TE9","96","86","63","127","","93.0"
"87","Cam Akers","MIN","13 ","RB29","168","66","61","83","","94.5"
"88","Diontae Johnson","PIT","6","WR36","117","80","93","94","","96.0"
"89","Dalvin Cook","BAL","13","RB30","199","69","51","75","","98.5"
"90","Khalil Herbert","CHI","13","RB31","105","105","122","79","","102.8"
"91","Baltimore Ravens","DST","13","DST4","48","138","87","152","","106.3"
"92","Kirk Cousins","MIN","13 ","QB11","104","111","124","88","","106.8"
"93","Brian Robinson Jr.","WAS","14","RB32","119","102","150","64","","108.8"
"94","AJ Dillon","GB","6","RB33","157","93","105","81","","109.0"
"95","Jahan Dotson","WAS","14","WR37","172","90","101","80","","110.8"
"96","De'Von Achane","MIA","10","RB34","66","132","140","106","","111.0"
"97","Courtland Sutton","DEN","9","WR38","103","118","127","97","","111.3"
"98","Gabe Davis","BUF","13","WR39","127","101","112","110","","112.5"
"99","Raheem Mostert","MIA","10","RB35","55","140","180","84","","114.8"
"100","Jakobi Meyers","LV","13","WR40","41","153","176","91","","115.3"
"101","Michael Thomas","NO","11","WR41","148","95","120","100","","115.8"
"102","Brandin Cooks","DAL","7","WR42","137","97","103","129","","116.5"
"103","Jaxon Smith-Njigba","SEA","5","WR43","177","81","114","95","","116.8"
"104","Buffalo Bills","DST","13","DST5","135","117","70","148","","117.5"
"105","New York Jets","DST","7","DST6","149","121","74","134","","119.5"
"106","Pat Freiermuth","PIT","6","TE10","156","84","126","115","","120.3"
"107","Mike Williams","LAC","5 ","WR44","303","70","53","58","","121.0"
"108","Dalton Kincaid","BUF","13","TE11","92","120","144","126","","120.5"
"109","Treylon Burks","TEN","7","WR45","158","107","107","119","","122.8"
"110","Tyler Bass","BUF","13","K2","131","128","104","139","","125.5"
"111","Jake Elliott","PHI","10","K3","72","134","168","144","","129.5"
"112","Deshaun Watson","CLE","5 ","QB12","279","89","55","104","","131.8"
"113","Sam LaPorta","DET","9","TE12","42","152","206","128","","132.0"
"114","Jared Goff","DET","9","QB13","130","148","134","121","","133.3"
"115","Daniel Carlson","LV","13","K4","187","124","79","145","","133.8"
"116","Kadarius Toney","KC","10","WR46","212","99","90","135","","134.0"
"117","Brock Purdy","SF","9","QB14","89","158","156","143","","136.5"
"118","Jamaal Williams","NO","11","RB36","239","104","108","98","","137.3"
"119","Zach Charbonnet","SEA","5","RB37","201","114","119","118","","138.0"
"120","Antonio Gibson","WAS","14","RB38","206","98","160","89","","138.3"
"121","Geno Smith","SEA","5","QB15","167","131","116","141","","138.8"
"122","Samaje Perine","DEN","9","RB39","200","123","131","108","","140.5"
"123","Tyler Allgeier","ATL","11","RB40","146","154","188","87","","143.8"
"124","Jacksonville Jaguars","DST","9","DST7","75","197","159","147","","144.5"
"125","Ezekiel Elliott","NE","11","RB41","162","125","166","125","","144.5"
"126","Nico Collins","HOU","7","WR47","80","185","224","111","","150.0"
"127","Elijah Moore","CLE","5","WR48","139","122","227","116","","151.0"
"128","Anthony Richardson","IND","11 ","QB16","282","113","118","96","","152.3"
"129","Dalton Schultz","HOU","7","TE13","85","112","115","","","104.0"
"130","Adam Thielen","CAR","7","WR49","28","127","158","","","104.3"
"131","Cameron Dicker","LAC","5","K5","53","178","232","150","","153.3"
"132","Jerick McKinnon","KC","10","RB42","223","129","133","133","","154.5"
"133","Evan McPherson","CIN","7","K6","71","110","141","","","107.3"
"134","Jaylen Warren","PIT","6","RB43","118","160","242","102","","155.5"
"135","Elijah Mitchell","SF","9","RB44","196","139","157","132","","156.0"
"136","Odell Beckham Jr.","BAL","13","WR50","121","109","99","","","109.7"
"137","Harrison Butker","KC","10","K7","73","116","142","","","110.3"
"138","New England Patriots","DST","11","DST8","263","144","78","151","","159.0"
"139","Miami Dolphins","DST","10","DST9","114","147","96","","","119.0"
"140","Younghoe Koo","ATL","11","K8","144","133","85","","","120.7"
"141","Jason Myers","SEA","5","K9","134","151","82","","","122.3"
"142","New Orleans Saints","DST","11","DST10","45","157","170","","","124.0"
"143","Kansas City Chiefs","DST","10","DST11","102","169","110","","","127.0"
"144","Jordan Love","GB","6","QB17","166","189","189","138","","170.5"
"145","Pittsburgh Steelers","DST","6","DST12","112","142","137","","","130.3"
"146","Daniel Jones","NYG","13 ","QB18","","141","123","130","","131.3"
"147","Aaron Rodgers","NYJ","7 ","QB19","203","94","98","","","131.7"
"148","Puka Nacua","LAR","10","WR51","29","268","","101","","132.7"
"149","Zay Jones","JAC","9","WR52","244","168","174","113","","174.8"
"150","Cole Kmet","CHI","13","TE14","143","119","139","","","133.7"
"151","Jake Moody","SF","9","K10","138","204","212","149","","175.8"
"152","JuJu Smith-Schuster","NE","11","WR53","197","106","113","","","138.7"
"153","Rashaad Penny","PHI","10","RB45","258","115","202","142","","179.3"
"154","Skyy Moore","KC","10","WR54","268","130","185","136","","179.8"
"155","Russell Wilson","DEN","9","QB20","122","167","132","","","140.3"
"156","J.K. Dobbins","BAL","13 ","RB46","442","56","66","","","188.0"
"157","Kenneth Gainwell","PHI","10","RB47","178","180","248","117","","180.8"
"158","Gus Edwards","BAL","13","RB48","126","233","268","109","","184.0"
"159","Roschon Johnson","CHI","13","RB49","175","194","269","105","","185.8"
"160","Tyler Higbee","LAR","10","TE15","160","135","151","","","148.7"
"161","C.J. Stroud","HOU","7","QB21","51","214","184","","","149.7"
"162","Tyler Boyd","CIN","7","WR55","159","145","149","","","151.0"
"163","Romeo Doubs","GB","6","WR56","249","165","234","107","","188.8"
"164","Tyjae Spears","TEN","7","RB50","147","205","272","131","","188.8"
"165","Nick Folk","TEN","7","K11","140","227","91","","","152.7"
"166","Jameson Williams","DET","9","WR57","192","136","130","","","152.7"
"167","Kyren Williams","LAR","10","RB51","68","","","93","","80.5"
"168","Devin Singletary","HOU","7","RB52","128","171","167","","","155.3"
"169","Zack Moss","IND","11","RB53","97","234","","137","","156.0"
"170","Chigoziem Okonkwo","TEN","7","TE16","153","146","169","","","156.0"
"171","Gerald Everett","LAC","5","TE17","193","173","121","","","162.3"
"172","Rashee Rice","KC","10","WR58","123","150","218","","","163.7"
"173","Cleveland Browns","DST","5","DST13","76","226","191","","","164.3"
"174","Damien Harris","BUF","13","RB54","","149","205","140","","164.7"
"175","Chuba Hubbard","CAR","7","RB55","191","206","253","146","","199.0"
"176","Brandon McManus","JAC","9","K12","150","156","193","","","166.3"
"177","Matt Gay","IND","11","K13","141","190","171","","","167.3"
"178","Seattle Seahawks","DST","5","DST14","155","179","177","","","170.3"
"179","Kyler Murray","ARI","14","QB22","136","198","182","","","172.0"
"180","Jason Sanders","MIA","10","K14","161","161","196","","","172.7"
"181","Graham Gano","NYG","13","K15","260","162","97","","","173.0"
"182","Tank Bigsby","JAC","9","RB56","","137","258","124","","173.0"
"183","Michael Gallup","DAL","7","WR59","142","188","198","","","176.0"
"184","Tank Dell","HU","7 O","WR60","81","183","265","","","176.3"
"185","Denver Broncos","DST","9","DST15","165","200","172","","","179.0"
"186","Quentin Johnston","LAC","5","WR61","324","103","135","","","187.3"
"187","Matthew Stafford","LAR","10","QB23","185","209","147","","","180.3"
"188","Taysom Hill","NO","11","TE18","176","192","175","","","181.0"
"189","Bryce Young","CAR","7","QB24","217","174","155","","","182.0"
"190","Cincinnati Bengals","DST","7","DST16","218","201","128","","","182.3"
"191","Jake Ferguson","DAL","7","TE19","111","203","237","","","183.7"
"192","Jalin Hyatt","NYG","13","WR62","240","163","148","","","183.7"
"193","Rashod Bateman","BAL","13","WR63","415","143","111","","","223.0"
"194","Green Bay Packers","DST","6","DST17","224","184","153","","","187.0"
"195","Zach Ertz","DET","9","TE20","312","216","199","153","","220.0"
"196","Joshua Kelley","LAC","5","RB57","205","274","","90","","189.7"
"197","Kenny Pickett","PIT","6","QB25","210","181","183","","","191.3"
"198","Justice Hill","BAL","13","RB58","152","","","123","","137.5"
"199","Curtis Samuel","WAS","14","WR64","132","219","225","","","192.0"
"200","Allen Lazard","NYJ","7","WR65","299","126","154","","","193.0"
"201","Sam Howell","WAS","14","QB26","164","229","187","","","193.3"
"202","Luke Musgrave","GB","6","TE21","179","202","213","","","198.0"
"203","Juwan Johnson","NO","11","TE22","","195","100","","","147.5"
"204","Washington Commanders","DST","14","DST18","246","176","179","","","200.3"
"205","Dawson Knox","BUF","13","TE23","290","164","152","","","202.0"
"206","Ka'imi Fairbairn","HOU","7","K16","70","","239","","","154.5"
"207","K.J. Osborn","MIN","13","WR66","180","213","220","","","204.3"
"208","Deuce Vaughn","DAL","7","RB59","247","159","209","","","205.0"
"209","Atlanta Falcons","DST","11","DST19","95","","231","","","163.0"
"210","Jerome Ford","CLE","5","RB60","91","236","","","","163.5"
"211","Derek Carr","NO","11","QB27","305","166","161","","","210.7"
"212","Riley Patterson","","","K17","195","","136","","","165.5"
"213","Greg Dulcich","DEN","9","TE24","","170","163","","","166.5"
"214","D'Onta Foreman","CHI","13","RB61","261","175","201","","","212.3"
"215","Rondale Moore","ARI","14","WR67","190","177","271","","","212.7"
"216","Darnell Mooney","CHI","13","WR68","267","155","229","","","217.0"
"217","Jonathan Mingo","CAR","7","WR69","285","172","195","","","217.3"
"218","Marquez Valdes-Scantling","KC","10","WR70","226","211","215","","","217.3"
"219","Kendre Miller","NO","11","RB62","","193","162","","","177.5"
"220","Kareem Hunt","CLE","5","RB63","183","186","286","","","218.3"
"221","Tampa Bay Buccaneers","DST","5","DST20","215","224","219","","","219.3"
"222","Brandon Aubrey","DAL","7","K18","60","","","","","60.0"
"223","DJ Chark Jr.","CAR","7","WR71","233","199","228","","","220.0"
"224","Detroit Lions","DST","9","DST21","171","","190","","","180.5"
"225","Minnesota Vikings","DST","13","DST22","173","","192","","","182.5"
"226","Clyde Edwards-Helaire","KC","10","RB64","265","196","204","","","221.7"
"227","Tyler Conklin","NYJ","7","TE25","219","238","208","","","221.7"
"228","Chris Boswell","PIT","6","K19","186","","181","","","183.5"
"229","Jeff Wilson Jr.","MIA","10","RB65","235","","138","","","186.5"
"230","New York Giants","DST","13","DST23","227","","146","","","186.5"
"231","Baker Mayfield","TB","5","QB28","163","264","246","","","224.3"
"232","Josh Downs","IND","11","WR72","133","241","","","","187.0"
"233","Jayden Reed","GB","6","WR73","220","218","240","","","226.0"
"234","Robert Woods","HOU","7","WR74","145","240","294","","","226.3"
"235","Greg Zuerlein","NYJ","7","K20","241","","145","","","193.0"
"236","Cordarrelle Patterson","ATL","11","RB66","","220","173","","","196.5"
"237","Los Angeles Chargers","DST","5","DST24","232","","165","","","198.5"
"238","Michael Mayer","LV","13","TE26","","191","211","","","201.0"
"239","Indianapolis Colts","DST","11","DST25","182","","221","","","201.5"
"240","Trey McBride","ARI","14","TE27","154","252","","","","203.0"
"241","Wil Lutz","DEN","9","K21","209","","197","","","203.0"
"242","Joshua Palmer","LAC","5","WR75","110","","297","","","203.5"
"243","Latavius Murray","BUF","13","RB67","151","","256","","","203.5"
"244","Dustin Hopkins","CLE","5","K22","129","","282","","","205.5"
"245","Leonard Fournette","","","RB68","","242","186","","","214.0"
"246","Eddy Pineiro","CAR","7","K23","353","","129","","","241.0"
"247","Carolina Panthers","DST","7","DST26","208","","222","","","215.0"
"248","Mike Gesicki","NE","11","TE28","298","239","194","","","243.7"
"249","Mac Jones","NE","11","QB29","271","247","214","","","244.0"
"250","Jimmy Garoppolo","LV","13","QB30","","230","207","","","218.5"
"251","Houston Texans","DST","7","DST27","198","","245","","","221.5"
"252","Donovan Peoples-Jones","DET","9","WR76","499","210","235","","","314.7"
"253","Logan Thomas","WAS","14","TE29","169","","279","","","224.0"
"254","Hayden Hurst","CAR","7","TE30","","231","217","","","224.0"
"255","Chase Claypool","MIA","10","WR77","248","243","261","","","250.7"
"256","Tennessee Titans","DST","7","DST28","326","222","230","","","259.3"
"257","Hunter Renfrow","LV","13","WR78","418","212","241","","","290.3"
"258","Kyle Juszczyk","SF","9","RB69","202","","252","","","227.0"
"259","Chicago Bears","DST","13","DST29","231","","223","","","227.0"
"260","Arizona Cardinals","DST","14","DST30","214","","247","","","230.5"
"261","Justyn Ross","KC","10","WR79","","187","276","","","231.5"
"262","Noah Fant","SEA","5","TE31","","253","210","","","231.5"
"263","Greg Joseph","MIN","13","K24","315","","164","","","239.5"
"264","Kendrick Bourne","NE","11 ","WR80","170","","","","","170.0"
"265","Irv Smith Jr.","CIN","7","TE32","306","221","249","","","258.7"
"266","Marvin Mims Jr.","DEN","9","WR81","473","182","291","","","315.3"
"267","Tom Brady","","","QB31","174","","","","","174.0"
"268","DeVante Parker","NE","11","WR82","453","249","226","","","309.3"
"269","Darius Slayton","NYG","13","WR83","222","","255","","","238.5"
"270","Alec Pierce","IND","11","WR84","","208","270","","","239.0"
"271","Michael Badgley","DET","9","K25","375","","178","","","276.5"
"272","Joshua Dobbs","MIN","13","QB32","184","","","","","184.0"
"273","Isaiah Hodgins","NYG","13","WR85","","232","254","","","243.0"
"274","Tommy DeVito","NYG","13","QB33","188","","","","","188.0"
"275","Josh Reynolds","DET","9","WR86","189","","","","","189.0"
"276","Julio Jones","PHI","10","WR87","194","","","","","194.0"
"277","Mecole Hardman Jr.","KC","10","WR88","","235","262","","","248.5"
"278","Los Angeles Rams","DST","10","DST31","314","","200","","","257.0"
"279","Chase McLaughlin","TB","5","K26","369","","203","","","286.0"
"280","Rico Dowdle","DAL","7","RB70","204","","","","","204.0"
"281","Chase Brown","CIN","7","RB71","","215","290","","","252.5"
"282","Durham Smythe","MIA","10","TE33","207","","","","","207.0"
"283","Matt Prater","ARI","14","K27","264","","243","","","253.5"
"284","Van Jefferson","ATL","11","WR89","417","207","","","","312.0"
"285","Cairo Santos","CHI","13","K28","211","","","","","211.0"
"286","Desmond Ridder","ATL","11","QB34","","260","251","","","255.5"
"287","Parris Campbell","NYG","13","WR90","","245","267","","","256.0"
"288","Braxton Berrios","MIA","10","WR91","213","","","","","213.0"
"289","Las Vegas Raiders","DST","13","DST32","277","","236","","","256.5"
"290","Ryan Tannehill","TEN","7","QB35","","258","257","","","257.5"
"291","Jonnu Smith","ATL","11","TE34","216","","","","","216.0"
"292","Trey Lance","DAL","7","QB36","","278","238","","","258.0"
"293","Hunter Henry","NE","11","TE35","333","","216","","","274.5"
"294","Isaiah Likely","BAL","13","TE36","360","256","260","","","292.0"
"295","John Metchie III","HOU","7","WR92","","217","","","","217.0"
"296","Boston Scott","PHI","10","RB72","238","","281","","","259.5"
"297","Michael Carter","ARI","14","RB73","","276","244","","","260.0"
"298","Tanner Brown","LAR","10","K29","221","","","","","221.0"
"299","Zamir White","LV","13","RB74","","223","","","","223.0"
"300","Antonio Brown","","","WR93","225","","","","","225.0"
"301","Deon Jackson","NYG","13","RB75","","225","","","","225.0"
"302","Michael Wilson","ARI","14","WR94","255","272","","","","263.5"
"303","Olamide Zaccheaus","PHI","10","WR95","228","","","","","228.0"
"304","Evan Hull","IND","11 ","RB76","","228","","","","228.0"
"305","Wan'Dale Robinson","NYG","13","WR96","269","259","","","","264.0"
"306","Tutu Atwell","LAR","10","WR97","229","","","","","229.0"
"307","Rashid Shaheed","NO","11","WR98","","244","285","","","264.5"
"308","Jaleel McLaughlin","DEN","9","RB77","230","","","","","230.0"
"309","Cade York","NYG","13","K30","342","","233","","","287.5"
"310","Jack Stoll","PHI","10","TE37","234","","","","","234.0"
"311","Darrell Henderson Jr.","","","RB78","236","","","","","236.0"
"312","Rob Gronkowski","","","TE38","237","","","","","237.0"
"313","Ty Chandler","MIN","13","RB79","","237","","","","237.0"
"314","Robbie Chosen","MIA","10","WR99","242","","","","","242.0"
"315","Julian Hill","MIA","10","TE39","243","","","","","243.0"
"316","Rodrigo Blankenship","","","K31","245","","","","","245.0"
"317","Anders Carlson","GB","6","K32","262","","283","","","272.5"
"318","Bruce Anderson III","","","RB80","","246","","","","246.0"
"319","Henry Litwin","","","WR100","","248","","","","248.0"
"320","Christopher Dunn","","","K33","250","","","","","250.0"
"321","Cooper Rush","DAL","7","QB37","251","","","","","251.0"
"322","Ray-Ray McCloud III","SF","9","WR101","252","","","","","252.0"
"323","Ke'Shawn Vaughn","NE","11","RB81","253","","","","","253.0"
"324","Ben Roethlisberger","","","QB38","254","","","","","254.0"
"325","Eric Ebron","","","TE40","","255","","","","255.0"
"326","Ronnie Bell","SF","9","WR102","256","","","","","256.0"
"327","KaVontae Turpin","DAL","7","WR103","257","","","","","257.0"
"328","Quez Watkins","PHI","10","WR104","273","","284","","","278.5"
"329","Robert Tonyan","CHI","13","TE41","","","259","","","259.0"
"330","Cedrick Wilson Jr.","MIA","10","WR105","259","","","","","259.0"
"331","Cade Otton","TB","5","TE42","","282","278","","","280.0"
"332","Christian Trahan","","","TE43","","261","","","","261.0"
"333","Keaontay Ingram","KC","10","RB82","","262","","","","262.0"
"334","Israel Abanikanda","NYJ","7","RB83","","263","","","","263.0"
"335","James Robinson","NO","11","RB84","496","","263","","","379.5"
"336","Tristan Vizcaino","","","K34","","","264","","","264.0"
"337","Nikola Kalinic","LAR","10","TE44","","265","","","","265.0"
"338","Jelani Woods","IND","11","TE45","","288","277","","","282.5"
"339","Marvin Jones Jr.","","","WR106","","","266","","","266.0"
"340","Malik Cunningham","BAL","13","QB39","266","","","","","266.0"
"341","DeWayne McBride","MIN","13","RB85","395","266","","","","330.5"
"342","Randy Bullock","NYG","13","K35","270","","","","","270.0"
"343","Jauan Jennings","SF","9","WR107","274","","296","","","285.0"
"344","Zach Evans","LAR","10","RB86","426","270","","","","348.0"
"345","John Mitchell","","","TE46","","271","","","","271.0"
"346","Joe Flacco","CLE","5","QB40","272","","","","","272.0"
"347","Darnell Washington","PIT","6","TE47","","","273","","","273.0"
"348","Britain Covey","PHI","10","WR108","275","","","","","275.0"
"349","Stetson Bennett","LAR","10","QB41","276","","","","","276.0"
"350","Jalen Brooks","DAL","7","WR109","278","","","","","278.0"
"351","Austin Allen","","","TE48","","279","","","","279.0"
"352","Will Dissly","SEA","5","TE49","","","280","","","280.0"
"353","Owen Wright","BAL","13","RB87","280","","","","","280.0"
"354","Emari Demercado","ARI","14","RB88","281","","","","","281.0"
"355","Khalil Shakir","BUF","13","WR110","424","281","","","","352.5"
"356","Lirim Hajrullahu","","","K36","283","","","","","283.0"
"357","Allen Robinson II","PIT","6","WR111","","284","","","","284.0"
"358","Blake Grupe","NO","11","K37","284","","","","","284.0"
"359","Tyquan Thornton","NE","11","WR112","","285","","","","285.0"
"360","Josh Woodrum","","","QB42","","286","","","","286.0"
"361","Jalen Tolbert","DAL","7","WR113","286","","","","","286.0"
"362","Isaiah McKenzie","IND","11","WR114","","","287","","","287.0"
"363","Luke Schoonmaker","DAL","7","TE50","287","","","","","287.0"
"364","Thomas Greaney","","","TE51","","287","","","","287.0"
"365","Charlie Woerner","SF","9","TE52","288","","","","","288.0"
"366","Noah Gray","KC","10","TE53","311","","288","","","299.5"
"367","River Cracraft","MIA","10","WR115","289","","","","","289.0"
"368","Pierre Strong Jr.","CLE","5","RB89","","289","","","","289.0"
"369","Joey Slye","WAS","14","K38","492","","289","","","390.5"
"370","Cole McDonald","","","QB43","","290","","","","290.0"
"371","Marcus Mariota","PHI","10","QB44","291","","","","","291.0"
"372","Terrace Marshall Jr.","CAR","7","WR116","","291","","","","291.0"
"373","Kyle Lauletta","","","QB45","","292","","","","292.0"
"374","Salvon Ahmed","MIA","10","RB90","292","","","","","292.0"
"375","Jordan Mason","SF","9","RB91","293","","","","","293.0"
"376","Daniel Bellinger","NYG","13","TE54","","","293","","","293.0"
"377","Danny Etling","","","QB46","","294","","","","294.0"
"378","Ellis Merriweather","GB","6","RB92","294","","","","","294.0"
"379","Adrian Killins Jr.","","","RB93","295","","","","","295.0"
"380","Chad Ryland","NE","11","K39","368","","295","","","331.5"
"381","Royce Freeman","LAR","10","RB94","296","","","","","296.0"
"382","Ross Dwelley","SF","9","TE55","297","","","","","297.0"
"383","Malik Flowers","","","WR117","","297","","","","297.0"
"384","Sterling Shepard","NYG","13","WR118","413","","298","","","355.5"
"385","Calvin Austin III","PIT","6","WR119","","","299","","","299.0"
"386","Jared Cook","","","TE56","","300","","","","300.0"
"387","Devin Duvernay","BAL","13","WR120","","","300","","","300.0"
"388","Max Duggan","LAC","5","QB47","300","","","","","300.0"
"389","Darius Jackson","","","RB95","","301","","","","301.0"
"390","Dominik Eberle","","","K40","301","","","","","301.0"
"391","John FitzPatrick","ATL","11","TE57","","302","","","","302.0"
"392","Deneric Prince","KC","10","RB96","302","","","","","302.0"
"393","Troy Fumagalli","MIN","13","TE58","","303","","","","303.0"
"394","Josh Hill","","","TE59","","304","","","","304.0"
"395","Brock Wright","DET","9","TE60","304","","","","","304.0"
"396","Levine Toilolo","","","TE61","","305","","","","305.0"
"397","Mike Thomas","","","WR121","307","","","","","307.0"
"398","Nate Stanley","","","QB48","","307","","","","307.0"
"399","Nick Bowers","MIA","10","TE62","","309","","","","309.0"
"400","Nick Sciba","","","K41","309","","","","","309.0"
"401","Mason Crosby","NYG","13","K42","310","","","","","310.0"
"402","Briley Moore","","","TE63","","310","","","","310.0"
"403","Ross Travis","","","TE64","","312","","","","312.0"
"404","Sam Darnold","SF","9","QB49","313","","","","","313.0"
"405","Matt Bushman","KC","10","TE65","","314","","","","314.0"
"406","Pharoh Cooper","","","WR122","","315","","","","315.0"
"407","Jordan Matthews","CAR","7","WR123","","316","","","","316.0"
"408","James Mitchell","DET","9","TE66","316","","","","","316.0"
"409","Kevin Hogan","","","QB50","317","","","","","317.0"
"410","Kahale Warring","","","TE67","","317","","","","317.0"
"411","Taylor Bertolet","","","K43","318","","","","","318.0"
